Year,Area,Item,Production Value (t)
2004,Austria,Wheat,1718825.23
2004,Belgium,Barley,304777.0
2004,Belgium,"Cereals, primary",2931988.0
2004,Belgium,"Hen eggs in shell, fresh",3840663.0
2004,Belgium,"Meat, Total",1815441.5
2004,Belgium,"Milk, Total",3065200.0
2004,Belgium,Raw milk of cattle,3060000.0
2004,Belgium,Wheat,1913177.0
2004,Brazil,Barley,397160.0
2004,Brazil,"Cereals, primary",63953364.1
2004,Brazil,"Hen eggs in shell, fresh",33934572.0
2004,Brazil,"Meat, Total",19908035.0
2004,Brazil,"Milk, Total",24461787.68
2004,Brazil,Raw milk of cattle,24202408.0
2004,Brazil,Wheat,5818846.0
2004,Canada,Barley,12556700.0
2004,Canada,"Cereals, primary",50778200.0
2004,Canada,"Hen eggs in shell, fresh",7035402.0
2004,Canada,"Meat, Total",4597690.0
2004,Canada,"Milk, Total",7905000.0
2004,Canada,Raw milk of cattle,7905000.0
2004,Canada,Wheat,24795500.0
2004,China,Barley,3221800.0
2004,China,"Cereals, primary",413162398.03
2004,China,"Hen eggs in shell, fresh",430515540.0
2004,China,"Meat, Total",67907082.97
2004,China,"Milk, Total",26907336.37
2004,China,Raw milk of cattle,22928777.0
2004,China,Wheat,91952238.0
2004,Denmark,Barley,3589100.0
2004,Denmark,"Cereals, primary",8963200.0
2004,Denmark,"Hen eggs in shell, fresh",1466300.0
2004,Denmark,"Meat, Total",2157658.0
2004,Denmark,"Milk, Total",4569000.0
2004,Denmark,Raw milk of cattle,4569000.0
2004,Denmark,Wheat,4758500.0
2004,Finland,Barley,1724700.0
2004,Finland,"Cereals, primary",3618700.0
2004,Finland,"Hen eggs in shell, fresh",976900.0
2004,Finland,"Meat, Total",396890.0
2004,Finland,"Milk, Total",2449031.0
2004,Finland,Raw milk of cattle,2449031.0
2004,Finland,Wheat,782300.0
2004,France,Barley,11033331.4
2004,France,"Cereals, primary",70642015.5
2004,France,"Hen eggs in shell, fresh",16794382.0
2004,France,"Meat, Total",6078314.0
2004,France,"Milk, Total",23484586.9
2004,France,Raw milk of cattle,22689835.5
2004,France,Wheat,39690179.5
2004,Germany,Barley,12992870.0
2004,Germany,"Cereals, primary",51097000.0
2004,Germany,"Hen eggs in shell, fresh",13166075.0
2004,Germany,"Meat, Total",6730857.0
2004,Germany,"Milk, Total",28273530.0
2004,Germany,Raw milk of cattle,28244730.0
2004,Germany,Wheat,25427210.0
2004,Hungary,Barley,1413360.0
2004,Hungary,"Cereals, primary",16779323.0
2004,Hungary,"Hen eggs in shell, fresh",3446036.0
2004,Hungary,"Meat, Total",1010634.73
2004,Hungary,"Milk, Total",1902763.0
2004,Hungary,Raw milk of cattle,1894602.0
2004,Hungary,Wheat,6006820.0
2004,India,Barley,1297600.0
2004,India,"Cereals, primary",229845504.0
2004,India,"Hen eggs in shell, fresh",47712000.0
2004,India,"Meat, Total",4837100.02
2004,India,"Milk, Total",91071211.01
2004,India,Raw milk of cattle,37344000.0
2004,India,Wheat,72156200.0
2004,Ireland,Barley,1326600.0
2004,Ireland,"Cereals, primary",2507508.33
2004,Ireland,"Hen eggs in shell, fresh",590863.0
2004,Ireland,"Meat, Total",970555.0
2004,Ireland,"Milk, Total",5267880.0
2004,Ireland,Raw milk of cattle,5267880.0
2004,Ireland,Wheat,1019200.0
2004,Italy,Barley,1156620.0
2004,Italy,"Cereals, primary",23283207.0
2004,Italy,"Hen eggs in shell, fresh",13784500.0
2004,Italy,"Meat, Total",3902552.0
2004,Italy,"Milk, Total",11632861.0
2004,Italy,Raw milk of cattle,10727578.0
2004,Italy,Wheat,8638721.0
2004,Netherlands (Kingdom of the),Barley,287600.0
2004,Netherlands (Kingdom of the),"Cereals, primary",1748400.0
2004,Netherlands (Kingdom of the),"Hen eggs in shell, fresh",10626000.0
2004,Netherlands (Kingdom of the),"Meat, Total",2386189.7
2004,Netherlands (Kingdom of the),"Milk, Total",10905000.0
2004,Netherlands (Kingdom of the),Raw milk of cattle,10905000.0
2004,Netherlands (Kingdom of the),Wheat,1223900.0
2004,New Zealand,Barley,226082.0
2004,New Zealand,"Cereals, primary",763040.0
2004,New Zealand,"Hen eggs in shell, fresh",904380.0
2004,New Zealand,"Meat, Total",1466546.0
2004,New Zealand,"Milk, Total",15030000.0
2004,New Zealand,Raw milk of cattle,15030000.0
2004,New Zealand,Wheat,255860.0
2004,Poland,Barley,3570787.0
2004,Poland,"Cereals, primary",29635147.0
2004,Poland,"Hen eggs in shell, fresh",9763947.0
2004,Poland,"Meat, Total",3083918.0
2004,Poland,"Milk, Total",11854930.0
2004,Poland,Raw milk of cattle,11821982.0
2004,Poland,Wheat,9892482.0
2004,Romania,Barley,1405996.0
2004,Romania,"Cereals, primary",24399681.0
2004,Romania,"Hen eggs in shell, fresh",7037100.0
2004,Romania,"Meat, Total",918809.01
2004,Romania,"Milk, Total",5504100.0
2004,Romania,Raw milk of cattle,5053100.0
2004,Romania,Wheat,7812428.0
2004,Spain,Barley,10639817.0
2004,Spain,"Cereals, primary",24842578.0
2004,Spain,"Hen eggs in shell, fresh",16065266.0
2004,Spain,"Meat, Total",5226922.03
2004,Spain,"Milk, Total",7273600.0
2004,Spain,Raw milk of cattle,6384100.0
2004,Spain,Wheat,7096724.0
2004,Sweden,Barley,1691900.0
2004,Sweden,"Cereals, primary",5507800.0
2004,Sweden,"Hen eggs in shell, fresh",1837000.0
2004,Sweden,"Meat, Total",553690.0
2004,Sweden,"Milk, Total",3275000.0
2004,Sweden,Raw milk of cattle,3275000.0
2004,Sweden,Wheat,2412300.0
2004,United States of America,Barley,6090680.0
2004,United States of America,"Cereals, primary",389023763.41
2004,United States of America,"Hen eggs in shell, fresh",94481000.0
2004,United States of America,"Meat, Total",39805478.02
2004,United States of America,"Milk, Total",77515394.82
2004,United States of America,Raw milk of cattle,77488114.0
2004,United States of America,Wheat,58697040.0
2005,Argentina,Barley,799423.0
2005,Argentina,"Cereals, primary",41947408.0
2005,Argentina,"Hen eggs in shell, fresh",7588800.0
2005,Argentina,"Meat, Total",4562923.1
2005,Argentina,"Milk, Total",9908941.0
2005,Argentina,Raw milk of cattle,9908941.0
2005,Argentina,Wheat,16139170.0
2005,Australia,Barley,7739767.0
2005,Australia,"Cereals, primary",34357112.0
2005,Australia,"Hen eggs in shell, fresh",2570440.0
2005,Australia,"Meat, Total",3892161.0
2005,Australia,"Milk, Total",10127000.0
2005,Australia,Raw milk of cattle,10127000.0
2005,Australia,Wheat,21905113.0
2005,Austria,Barley,879628.0
2005,Austria,"Cereals, primary",4907056.68
2005,Austria,"Hen eggs in shell, fresh",1577121.0
2005,Austria,"Meat, Total",848905.0
2005,Austria,"Milk, Total",3135852.0
2005,Austria,Raw milk of cattle,3113658.0
2005,Austria,Wheat,1453072.0
2005,Belgium,Barley,301647.0
2005,Belgium,"Cereals, primary",2786575.0
2005,Belgium,"Hen eggs in shell, fresh",3334369.0
2005,Belgium,"Meat, Total",1740733.5
2005,Belgium,"Milk, Total",3030250.0
2005,Belgium,Raw milk of cattle,3025000.0
2005,Belgium,Wheat,1768410.0
2005,Brazil,Barley,326251.0
2005,Brazil,"Cereals, primary",55670925.0
2005,Brazil,"Hen eggs in shell, fresh",35173505.0
2005,Brazil,"Meat, Total",19668815.0
2005,Brazil,"Milk, Total",25648351.82
2005,Brazil,Raw milk of cattle,25384106.0
2005,Brazil,Wheat,4658790.0
2005,Canada,Barley,11677600.0
2005,Canada,"Cereals, primary",50962400.0
2005,Canada,"Hen eggs in shell, fresh",7429688.0
2005,Canada,"Meat, Total",4593790.0
2005,Canada,"Milk, Total",7806000.0
2005,Canada,Raw milk of cattle,7806000.0
2005,Canada,Wheat,25748100.0
2005,China,Barley,3444100.0
2005,China,"Cereals, primary",429370665.03
2005,China,"Hen eggs in shell, fresh",441991262.49
2005,China,"Meat, Total",71187382.87
2005,China,"Milk, Total",32023062.76
2005,China,Raw milk of cattle,27837329.0
2005,China,Wheat,97445196.0
2005,Denmark,Barley,3797200.0
2005,Denmark,"Cereals, primary",9283000.0
2005,Denmark,"Hen eggs in shell, fresh",1409800.0
2005,Denmark,"Meat, Total",2121868.0
2005,Denmark,"Milk, Total",4584000.0
2005,Denmark,Raw milk of cattle,4584000.0
2005,Denmark,Wheat,4887200.0
2005,Finland,Barley,2102900.0
2005,Finland,"Cereals, primary",4058900.0
2005,Finland,"Hen eggs in shell, fresh",982009.0
2005,Finland,"Meat, Total",394580.0
2005,Finland,"Milk, Total",2433190.0
2005,Finland,Raw milk of cattle,2433190.0
2005,Finland,Wheat,801300.0
2005,France,Barley,10313589.3
2005,France,"Cereals, primary",64210067.4
2005,France,"Hen eggs in shell, fresh",16864761.0
2005,France,"Meat, Total",6019490.0
2005,France,"Milk, Total",23937993.4
2005,France,Raw milk of cattle,23128946.9
2005,France,Wheat,36886102.6
2005,Germany,Barley,11613800.0
2005,Germany,"Cereals, primary",45980200.0
2005,Germany,"Hen eggs in shell, fresh",12823253.0
2005,Germany,"Meat, Total",6810746.0
2005,Germany,"Milk, Total",28481150.0
2005,Germany,Raw milk of cattle,28452950.0
2005,Germany,Wheat,23692700.0
2005,Hungary,Barley,1190447.0
2005,Hungary,"Cereals, primary",16212463.0
2005,Hungary,"Hen eggs in shell, fresh",3128247.0
2005,Hungary,"Meat, Total",937740.0
2005,Hungary,"Milk, Total",1936928.0
2005,Hungary,Raw milk of cattle,1928739.0
2005,Hungary,Wheat,5088219.0
2005,India,Barley,1207100.0
2005,India,"Cereals, primary",239997492.0
2005,India,"Hen eggs in shell, fresh",48803000.0
2005,India,"Meat, Total",4995950.02
2005,India,"Milk, Total",95630845.44
2005,India,Raw milk of cattle,39759000.0
2005,India,Wheat,68636896.0
2005,Ireland,Barley,1024400.0
2005,Ireland,"Cereals, primary",1947926.55
2005,Ireland,"Hen eggs in shell, fresh",695500.0
2005,Ireland,"Meat, Total",954880.0
2005,Ireland,"Milk, Total",5061250.0
2005,Ireland,Raw milk of cattle,5061250.0
2005,Ireland,Wheat,802700.0
2005,Italy,Barley,1214054.0
2005,Italy,"Cereals, primary",21423171.0
2005,Italy,"Hen eggs in shell, fresh",13618600.0
2005,Italy,"Meat, Total",3785872.0
2005,Italy,"Milk, Total",11862634.0
2005,Italy,Raw milk of cattle,11012957.0
2005,Italy,Wheat,7717129.0
2005,Netherlands (Kingdom of the),Barley,307100.0
2005,Netherlands (Kingdom of the),"Cereals, primary",1705043.0
2005,Netherlands (Kingdom of the),"Hen eggs in shell, fresh",10560000.0
2005,Netherlands (Kingdom of the),"Meat, Total",2412289.9
2005,Netherlands (Kingdom of the),"Milk, Total",10847000.0
2005,Netherlands (Kingdom of the),Raw milk of cattle,10847000.0
2005,Netherlands (Kingdom of the),Wheat,1174686.0
2005,New Zealand,Barley,302023.0
2005,New Zealand,"Cereals, primary",871437.0
2005,New Zealand,"Hen eggs in shell, fresh",959882.0
2005,New Zealand,"Meat, Total",1452634.0
2005,New Zealand,"Milk, Total",14637894.0
2005,New Zealand,Raw milk of cattle,14637894.0
2005,New Zealand,Wheat,318947.0
2005,Poland,Barley,3581156.0
2005,Poland,"Cereals, primary",26927924.0
2005,Poland,"Hen eggs in shell, fresh",10176196.0
2005,Poland,"Meat, Total",3182424.0
2005,Poland,"Milk, Total",11945565.0
2005,Poland,Raw milk of cattle,11922778.0
2005,Poland,Wheat,8771434.0
2005,Romania,Barley,1079148.0
2005,Romania,"Cereals, primary",19347775.46
2005,Romania,"Hen eggs in shell, fresh",7462350.0
2005,Romania,"Meat, Total",992905.46
2005,Romania,"Milk, Total",5552200.0
2005,Romania,Raw milk of cattle,5007800.0
2005,Romania,Wheat,7340664.0
2005,Spain,Barley,4626059.0
2005,Spain,"Cereals, primary",14241390.0
2005,Spain,"Hen eggs in shell, fresh",13830590.0
2005,Spain,"Meat, Total",5311905.47
2005,Spain,"Milk, Total",7249900.0
2005,Spain,Raw milk of cattle,6370200.0
2005,Spain,Wheat,4026694.0
2005,Sweden,Barley,1592900.0
2005,Sweden,"Cereals, primary",5050600.0
2005,Sweden,"Hen eggs in shell, fresh",1802000.0
2005,Sweden,"Meat, Total",531923.0
2005,Sweden,"Milk, Total",3208000.0
2005,Sweden,Raw milk of cattle,3208000.0
2005,Sweden,Wheat,2246800.0
2005,United States of America,Barley,4613490.0
2005,United States of America,"Cereals, primary",366436345.76
2005,United States of America,"Hen eggs in shell, fresh",95693000.0
2005,United States of America,"Meat, Total",39743999.63
2005,United States of America,"Milk, Total",80282642.84
2005,United States of America,Raw milk of cattle,80254574.0
2005,United States of America,Wheat,57241992.0
2006,Argentina,Barley,1268465.0
2006,Argentina,"Cereals, primary",32262738.0
2006,Argentina,"Hen eggs in shell, fresh",8170608.0
2006,Argentina,"Meat, Total",4661674.06
2006,Argentina,"Milk, Total",10493569.0
2006,Argentina,Raw milk of cattle,10493569.0
2006,Argentina,Wheat,12721976.0
2006,Australia,Barley,9481741.0
2006,Australia,"Cereals, primary",40504980.0
2006,Australia,"Hen eggs in shell, fresh",3176254.0
2006,Australia,"Meat, Total",4069870.0
2006,Australia,"Milk, Total",10089000.0
2006,Australia,Raw milk of cattle,10089000.0
2006,Australia,Wheat,25150343.0
2006,Austria,Barley,914052.0
2006,Austria,"Cereals, primary",4467510.5
2006,Austria,"Hen eggs in shell, fresh",1600823.0
2006,Austria,"Meat, Total",859677.0
2006,Austria,"Milk, Total",3168555.0
2006,Austria,Raw milk of cattle,3146657.0
2006,Austria,Wheat,1396300.0
2006,Belgium,Barley,367348.0
2006,Belgium,"Cereals, primary",2684227.0
2006,Belgium,"Hen eggs in shell, fresh",3253609.0
2006,Belgium,"Meat, Total",1780171.08
2006,Belgium,"Milk, Total",2843830.0
2006,Belgium,Raw milk of cattle,2836930.0
2006,Belgium,Wheat,1661958.0
2006,Brazil,Barley,202940.0
2006,Brazil,"Cereals, primary",59148978.0
2006,Brazil,"Hen eggs in shell, fresh",36967152.0
2006,Brazil,"Meat, Total",20441383.0
2006,Brazil,"Milk, Total",26451666.27
2006,Brazil,Raw milk of cattle,26185564.0
2006,Brazil,Wheat,2484848.0
2006,Canada,Barley,9573100.0
2006,Canada,"Cereals, primary",48577300.0
2006,Canada,"Hen eggs in shell, fresh",7651176.0
2006,Canada,"Meat, Total",4438880.0
2006,Canada,"Milk, Total",8041000.0
2006,Canada,Raw milk of cattle,8041000.0
2006,Canada,Wheat,25265400.0
2006,China,Barley,3129600.0
2006,China,"Cereals, primary",452800681.94
2006,China,"Hen eggs in shell, fresh",439653705.0
2006,China,"Meat, Total",72862623.85
2006,China,"Milk, Total",33983881.0
2006,China,Raw milk of cattle,29769300.0
2006,China,Wheat,108466271.0
2006,Denmark,Barley,3270300.0
2006,Denmark,"Cereals, primary",8632300.0
2006,Denmark,"Hen eggs in shell, fresh",1360000.0
2006,Denmark,"Meat, Total",2053950.0
2006,Denmark,"Milk, Total",4627000.0
2006,Denmark,Raw milk of cattle,4627000.0
2006,Denmark,Wheat,4801600.0
2006,Finland,Barley,1972100.0
2006,Finland,"Cereals, primary",3789900.0
2006,Finland,"Hen eggs in shell, fresh",956700.0
2006,Finland,"Meat, Total",399343.83
2006,Finland,"Milk, Total",2412981.0
2006,Finland,Raw milk of cattle,2412981.0
2006,Finland,Wheat,684100.0
2006,France,Barley,10400575.8
2006,France,"Cereals, primary",61820444.7
2006,France,"Hen eggs in shell, fresh",16046600.0
2006,France,"Meat, Total",5518648.0
2006,France,"Milk, Total",23516961.3
2006,France,Raw milk of cattle,22674753.0
2006,France,Wheat,35363563.4
2006,Germany,Barley,11966600.0
2006,Germany,"Cereals, primary",43474800.0
2006,Germany,"Hen eggs in shell, fresh",12933400.0
2006,Germany,"Meat, Total",6991701.0
2006,Germany,"Milk, Total",28023000.0
2006,Germany,Raw milk of cattle,27995000.0
2006,Germany,Wheat,22427900.0
2006,Hungary,Barley,1075150.0
2006,Hungary,"Cereals, primary",14467371.0
2006,Hungary,"Hen eggs in shell, fresh",3120207.0
2006,Hungary,"Meat, Total",923417.0
2006,Hungary,"Milk, Total",1851069.0
2006,Hungary,Raw milk of cattle,1844075.0
2006,Hungary,Wheat,4376235.0
2006,India,Barley,1220600.0
2006,India,"Cereals, primary",242785588.0
2006,India,"Hen eggs in shell, fresh",53477000.0
2006,India,"Meat, Total",5342245.02
2006,India,"Milk, Total",100277498.75
2006,India,Raw milk of cattle,42066000.0
2006,India,Wheat,69354496.0
2006,Ireland,Barley,1136900.0
2006,Ireland,"Cereals, primary",2090355.84
2006,Ireland,"Hen eggs in shell, fresh",707100.0
2006,Ireland,"Meat, Total",941142.64
2006,Ireland,"Milk, Total",5224390.0
2006,Ireland,Raw milk of cattle,5224390.0
2006,Ireland,Wheat,801000.0
2006,Italy,Barley,1282043.0
2006,Italy,"Cereals, primary",20206559.0
2006,Italy,"Hen eggs in shell, fresh",13478900.0
2006,Italy,"Meat, Total",3746997.01
2006,Italy,"Milk, Total",11811487.0
2006,Italy,Raw milk of cattle,10989108.0
2006,Italy,Wheat,7181720.0
2006,Netherlands (Kingdom of the),Barley,268700.0
2006,Netherlands (Kingdom of the),"Cereals, primary",1674669.0
2006,Netherlands (Kingdom of the),"Hen eggs in shell, fresh",10622000.0
2006,Netherlands (Kingdom of the),"Meat, Total",2361490.1
2006,Netherlands (Kingdom of the),"Milk, Total",11126600.0
2006,Netherlands (Kingdom of the),Raw milk of cattle,10989100.0
2006,Netherlands (Kingdom of the),Wheat,1184400.0
2006,New Zealand,Barley,277020.0
2006,New Zealand,"Cereals, primary",788645.0
2006,New Zealand,"Hen eggs in shell, fresh",961000.0
2006,New Zealand,"Meat, Total",1432334.0
2006,New Zealand,"Milk, Total",15172464.0
2006,New Zealand,Raw milk of cattle,15172464.0
2006,New Zealand,Wheat,261798.0
2006,Poland,Barley,3161041.0
2006,Poland,"Cereals, primary",21775931.0
2006,Poland,"Hen eggs in shell, fresh",10199673.0
2006,Poland,"Meat, Total",3405379.0
2006,Poland,"Milk, Total",12003415.0
2006,Poland,Raw milk of cattle,11982393.0
2006,Poland,Wheat,7059671.0
2006,Romania,Barley,772929.0
2006,Romania,"Cereals, primary",15759324.0
2006,Romania,"Hen eggs in shell, fresh",7489650.0
2006,Romania,"Meat, Total",934366.59
2006,Romania,"Milk, Total",5964148.0
2006,Romania,Raw milk of cattle,5313358.0
2006,Romania,Wheat,5526190.0
2006,Spain,Barley,8136389.0
2006,Spain,"Cereals, primary",19088631.0
2006,Spain,"Hen eggs in shell, fresh",13948839.0
2006,Spain,"Meat, Total",5306206.13
2006,Spain,"Milk, Total",7107700.0
2006,Spain,Raw milk of cattle,6191700.0
2006,Spain,Wheat,5521582.0
2006,Sweden,Barley,1110600.0
2006,Sweden,"Cereals, primary",4128400.0
2006,Sweden,"Hen eggs in shell, fresh",1749000.0
2006,Sweden,"Meat, Total",519650.0
2006,Sweden,"Milk, Total",3172000.0
2006,Sweden,Raw milk of cattle,3172000.0
2006,Sweden,Wheat,1967400.0
2006,United States of America,Barley,3922630.0
2006,United States of America,"Cereals, primary",338336800.0
2006,United States of America,"Hen eggs in shell, fresh",97224000.0
2006,United States of America,"Meat, Total",40131501.46
2006,United States of America,"Milk, Total",82483413.75
2006,United States of America,Raw milk of cattle,82454951.0
2006,United States of America,Wheat,49216040.0
2007,Argentina,Barley,1474510.0
2007,Argentina,"Cereals, primary",42067213.0
2007,Argentina,"Hen eggs in shell, fresh",8794656.0
2007,Argentina,"Meat, Total",4948835.84
2007,Argentina,"Milk, Total",9822337.0
2007,Argentina,Raw milk of cattle,9822337.0
2007,Argentina,Wheat,14662945.0
2007,Australia,Barley,4257032.0
2007,Australia,"Cereals, primary",17771911.0
2007,Australia,"Hen eggs in shell, fresh",2998966.0
2007,Australia,"Meat, Total",4139503.0
2007,Australia,"Milk, Total",9583000.0
2007,Australia,Raw milk of cattle,9583000.0
2007,Australia,Wheat,10821628.0
2007,Austria,Barley,810980.0
2007,Austria,"Cereals, primary",4766039.24
2007,Austria,"Hen eggs in shell, fresh",1677697.0
2007,Austria,"Meat, Total",890792.0
2007,Austria,"Milk, Total",3179995.0
2007,Austria,Raw milk of cattle,3155068.0
2007,Austria,Wheat,1399341.0
2007,Belgium,Barley,374454.0
2007,Belgium,"Cereals, primary",2718733.0
2007,Belgium,"Hen eggs in shell, fresh",2921606.0
2007,Belgium,"Meat, Total",1806919.36
2007,Belgium,"Milk, Total",2885036.0
2007,Belgium,Raw milk of cattle,2878636.0
2007,Belgium,Wheat,1577342.0
2007,Brazil,Barley,235577.0
2007,Brazil,"Cereals, primary",69441634.0
2007,Brazil,"Hen eggs in shell, fresh",37362982.0
2007,Brazil,"Meat, Total",21814555.0
2007,Brazil,"Milk, Total",26387188.12
2007,Brazil,Raw milk of cattle,26137266.0
2007,Brazil,Wheat,4114057.0
2007,Canada,Barley,10909800.0
2007,Canada,"Cereals, primary",48005300.0
2007,Canada,"Hen eggs in shell, fresh",7691700.0
2007,Canada,"Meat, Total",4429580.0
2007,Canada,"Milk, Total",8145000.0
2007,Canada,Raw milk of cattle,8145000.0
2007,Canada,Wheat,20090400.0
2007,China,Barley,2785100.0
2007,China,"Cereals, primary",458156418.03
2007,China,"Hen eggs in shell, fresh",458496794.0
2007,China,"Meat, Total",70697139.73
2007,China,"Milk, Total",34042983.07
2007,China,Raw milk of cattle,29793326.0
2007,China,Wheat,109298296.0
2007,Denmark,Barley,3104200.0
2007,Denmark,"Cereals, primary",8220200.0
2007,Denmark,"Hen eggs in shell, fresh",1378000.0
2007,Denmark,"Meat, Total",2110778.51
2007,Denmark,"Milk, Total",4650000.0
2007,Denmark,Raw milk of cattle,4650000.0
2007,Denmark,Wheat,4519200.0
2007,Finland,Barley,1984400.0
2007,Finland,"Cereals, primary",4135300.0
2007,Finland,"Hen eggs in shell, fresh",961800.0
2007,Finland,"Meat, Total",412361.1
2007,Finland,"Milk, Total",2355600.0
2007,Finland,Raw milk of cattle,2355600.0
2007,Finland,Wheat,796800.0
2007,France,Barley,9473583.8
2007,France,"Cereals, primary",59578777.56
2007,France,"Hen eggs in shell, fresh",15518400.0
2007,France,"Meat, Total",5668856.9
2007,France,"Milk, Total",23602148.7
2007,France,Raw milk of cattle,22768718.5
2007,France,Wheat,32763445.9
2007,Germany,Barley,10384218.0
2007,Germany,"Cereals, primary",40632149.0
2007,Germany,"Hen eggs in shell, fresh",12759400.0
2007,Germany,"Meat, Total",7405262.0
2007,Germany,"Milk, Total",28432372.0
2007,Germany,Raw milk of cattle,28402772.0
2007,Germany,Wheat,20828077.0
2007,Hungary,Barley,1017827.0
2007,Hungary,"Cereals, primary",9652899.0
2007,Hungary,"Hen eggs in shell, fresh",3000933.0
2007,Hungary,"Meat, Total",924696.0
2007,Hungary,"Milk, Total",1848564.0
2007,Hungary,Raw milk of cattle,1842233.0
2007,Hungary,Wheat,3986708.0
2007,India,Barley,1330000.0
2007,India,"Cereals, primary",260485904.0
2007,India,"Hen eggs in shell, fresh",56530000.0
2007,India,"Meat, Total",5626196.02
2007,India,"Milk, Total",107944131.59
2007,India,Raw milk of cattle,46822000.0
2007,India,Wheat,75806704.0
2007,Ireland,Barley,1124500.0
2007,Ireland,"Cereals, primary",2006462.35
2007,Ireland,"Hen eggs in shell, fresh",626800.0
2007,Ireland,"Meat, Total",968409.42
2007,Ireland,"Milk, Total",5224770.0
2007,Ireland,Raw milk of cattle,5224770.0
2007,Ireland,Wheat,713400.0
2007,Italy,Barley,1225282.0
2007,Italy,"Cereals, primary",20350618.0
2007,Italy,"Hen eggs in shell, fresh",13524000.0
2007,Italy,"Meat, Total",3901905.06
2007,Italy,"Milk, Total",11480846.0
2007,Italy,Raw milk of cattle,10617750.0
2007,Italy,Wheat,7170181.0
2007,Netherlands (Kingdom of the),Barley,260000.0
2007,Netherlands (Kingdom of the),"Cereals, primary",1547600.0
2007,Netherlands (Kingdom of the),"Hen eggs in shell, fresh",10801300.0
2007,Netherlands (Kingdom of the),"Meat, Total",2448382.1
2007,Netherlands (Kingdom of the),"Milk, Total",11220750.0
2007,Netherlands (Kingdom of the),Raw milk of cattle,11061750.0
2007,Netherlands (Kingdom of the),Wheat,1018000.0
2007,New Zealand,Barley,355627.0
2007,New Zealand,"Cereals, primary",926928.0
2007,New Zealand,"Hen eggs in shell, fresh",878598.0
2007,New Zealand,"Meat, Total",1447611.0
2007,New Zealand,"Milk, Total",15618288.0
2007,New Zealand,Raw milk of cattle,15618288.0
2007,New Zealand,Wheat,344434.0
2007,Poland,Barley,4008096.0
2007,Poland,"Cereals, primary",27142811.0
2007,Poland,"Hen eggs in shell, fresh",10380348.0
2007,Poland,"Meat, Total",3583674.0
2007,Poland,"Milk, Total",12117311.0
2007,Poland,Raw milk of cattle,12096005.0
2007,Poland,Wheat,8317265.0
2007,Romania,Barley,531420.0
2007,Romania,"Cereals, primary",7814825.0
2007,Romania,"Hen eggs in shell, fresh",6537300.0
2007,Romania,"Meat, Total",1006521.23
2007,Romania,"Milk, Total",5665956.0
2007,Romania,Raw milk of cattle,5028254.0
2007,Romania,Wheat,3044465.0
2007,Spain,Barley,11945319.0
2007,Spain,"Cereals, primary",24538959.0
2007,Spain,"Hen eggs in shell, fresh",13920291.0
2007,Spain,"Meat, Total",5520576.9
2007,Spain,"Milk, Total",7046000.0
2007,Spain,Raw milk of cattle,6143100.0
2007,Spain,Wheat,6436359.0
2007,Sweden,Barley,1439000.0
2007,Sweden,"Cereals, primary",5057600.0
2007,Sweden,"Hen eggs in shell, fresh",1678000.0
2007,Sweden,"Meat, Total",526942.0
2007,Sweden,"Milk, Total",3025000.0
2007,Sweden,Raw milk of cattle,3025000.0
2007,Sweden,Wheat,2255700.0
2007,United States of America,Barley,4574610.0
2007,United States of America,"Cereals, primary",415130860.0
2007,United States of America,"Hen eggs in shell, fresh",96496000.0
2007,United States of America,"Meat, Total",41624756.2
2007,United States of America,"Milk, Total",84241352.23
2007,United States of America,Raw milk of cattle,84211262.0
2007,United States of America,Wheat,55820360.0
2008,Argentina,Barley,1681880.0
2008,Argentina,"Cereals, primary",44956952.0
2008,Argentina,"Hen eggs in shell, fresh",9300096.0
2008,Argentina,"Meat, Total",4997074.89
2008,Argentina,"Milk, Total",10320318.0
2008,Argentina,Raw milk of cattle,10320318.0
2008,Argentina,Wheat,16486532.0
2008,Australia,Barley,7160168.0
2008,Australia,"Cereals, primary",26866214.0
2008,Australia,"Hen eggs in shell, fresh",2967000.0
2008,Australia,"Meat, Total",4029762.0
2008,Australia,"Milk, Total",9223000.0
2008,Australia,Raw milk of cattle,9223000.0
2008,Australia,Wheat,13569378.0
2008,Austria,Barley,967921.0
2008,Austria,"Cereals, primary",5756463.63
2008,Austria,"Hen eggs in shell, fresh",1696160.0
2008,Austria,"Meat, Total",897128.0
2008,Austria,"Milk, Total",3221095.0
2008,Austria,Raw milk of cattle,3195948.0
2008,Austria,Wheat,1689688.0
2008,Belgium,Barley,328768.0
2008,Belgium,"Cereals, primary",3113270.0
2008,Belgium,"Hen eggs in shell, fresh",2723100.0
2008,Belgium,"Meat, Total",1682125.44
2008,Belgium,"Milk, Total",2855938.0
2008,Belgium,Raw milk of cattle,2849228.0
2008,Belgium,Wheat,1850406.0
2008,Brazil,Barley,236912.0
2008,Brazil,"Cereals, primary",79745466.44
2008,Brazil,"Hen eggs in shell, fresh",38738034.0
2008,Brazil,"Meat, Total",22858805.46
2008,Brazil,"Milk, Total",28687634.59
2008,Brazil,Raw milk of cattle,28440492.0
2008,Brazil,Wheat,6027131.0
2008,Canada,Barley,11785800.0
2008,Canada,"Cereals, primary",56030400.0
2008,Canada,"Hen eggs in shell, fresh",7823481.0
2008,Canada,"Meat, Total",4536970.0
2008,Canada,"Milk, Total",8140000.0
2008,Canada,Raw milk of cattle,8140000.0
