Area,Item,Year,Export Quantity (t),Export Value (1000 USD),Import Quantity (t),Import Value (1000 USD)
Canada,Raw milk of cattle,2000,4563.59,3442.0,12.0,15.0
Canada,Raw milk of cattle,2001,4118.0,2828.0,9.0,12.0
Canada,Raw milk of cattle,2002,7333.0,2676.0,22.0,29.0
Canada,Raw milk of cattle,2003,5876.0,1887.0,74.0,104.0
Canada,Raw milk of cattle,2004,4760.0,2077.0,63.0,104.0
Canada,Raw milk of cattle,2005,6227.0,2655.0,59.0,106.0
Canada,Raw milk of cattle,2006,2939.0,1245.0,63.0,118.0
Canada,Raw milk of cattle,2007,2345.0,1305.0,110.0,216.0
Canada,Raw milk of cattle,2008,349.0,208.0,22203.0,9756.0
Canada,Raw milk of cattle,2009,1034.0,817.0,24429.0,9666.0
Canada,Raw milk of cattle,2010,1814.0,1607.0,31885.0,13013.0
Canada,Raw milk of cattle,2011,3970.0,3647.0,31623.0,12990.0
Canada,Raw milk of cattle,2012,4931.0,4483.0,33582.0,14047.0
Canada,Raw milk of cattle,2013,2735.0,2701.0,47616.0,19010.0
Canada,Raw milk of cattle,2014,4162.47,4115.0,53704.11,22007.0
Canada,Raw milk of cattle,2015,3719.18,3423.0,45212.16,17832.0
Canada,Raw milk of cattle,2016,5418.76,4805.0,47049.48,16112.0
Canada,Raw milk of cattle,2017,8753.09,7731.0,40326.59,15374.0
Canada,Raw milk of cattle,2018,7029.5,6950.0,38970.94,17406.0
Canada,Raw milk of cattle,2019,10334.54,9469.0,44301.81,25725.0
Canada,Raw milk of cattle,2020,16740.7,14009.0,45144.8,29860.0
Canada,Raw milk of cattle,2021,17736.42,15918.0,59475.57,37534.0
Canada,Raw milk of cattle,2022,17166.58,15537.0,55968.31,38342.0
Canada,Wheat,2000,18771740.0,2488164.0,24508.0,3509.0
Canada,Wheat,2001,17658856.0,2548093.0,101361.0,13414.0
Canada,Wheat,2002,12202573.0,1963512.0,33452.0,4237.0
Canada,Wheat,2003,11703543.0,2023088.0,50203.0,6131.0
Canada,Wheat,2004,15118679.0,2688815.0,13888.0,2981.0
Canada,Wheat,2005,13924960.0,2231872.0,18422.0,3287.0
Canada,Wheat,2006,18497809.0,3221268.0,26888.0,4373.0
Canada,Wheat,2007,17551674.0,4359492.0,25125.0,6811.0
Canada,Wheat,2008,15781400.0,6727646.0,22498.0,11424.0
Canada,Wheat,2009,19279098.0,5291979.0,105707.0,16593.0
Canada,Wheat,2010,18394492.0,4535427.0,56563.0,12316.0
Canada,Wheat,2011,16335086.0,5742111.0,64358.0,22004.0
Canada,Wheat,2012,17866820.0,6151145.0,96572.0,33235.0
Canada,Wheat,2013,19808018.0,6548588.0,46138.0,19660.0
Canada,Wheat,2014,24189369.7,7189829.0,141300.96,32200.0
Canada,Wheat,2015,23610801.14,6220979.0,107869.74,37507.0
Canada,Wheat,2016,19702348.09,4504109.0,115055.63,33072.0
Canada,Wheat,2017,21537659.53,5089604.0,82903.0,27496.0
Canada,Wheat,2018,22874183.37,5711500.0,82800.63,28098.0
Canada,Wheat,2019,22805300.78,5379229.0,209170.75,42395.0
Canada,Wheat,2020,26110509.34,6317889.0,182168.7,30106.0
Canada,Wheat,2021,21546478.68,6636007.0,217754.61,59003.0
Canada,Wheat,2022,18548392.37,7944968.0,96962.82,28772.0
China,Barley,2000,487.49,78.0,2114250.68,331279.0
China,Barley,2001,703.0,119.0,2570859.0,417937.0
China,Barley,2002,575.0,85.0,2089940.0,317391.0
China,Barley,2003,4575.0,741.0,1395414.0,273591.0
China,Barley,2004,2080.0,455.0,1847924.0,345673.0
China,Barley,2005,3128.0,623.0,2320036.0,454329.0
China,Barley,2006,5561.0,1050.0,2255668.0,427970.0
China,Barley,2007,118273.0,27286.0,963663.0,279676.0
China,Barley,2008,14551.0,4855.0,1134453.0,506041.0
China,Barley,2009,14141.0,4011.0,1800873.0,446500.0
China,Barley,2010,13419.0,4031.0,2433506.0,549734.0
China,Barley,2011,6279.0,2300.0,1827036.0,628375.0
China,Barley,2012,4589.0,1910.0,2586922.0,799359.0
China,Barley,2013,1075.0,470.0,2384853.0,814120.0
China,Barley,2014,116.46,114.0,5467673.98,1589197.0
China,Barley,2015,64.72,86.0,10785705.51,2873265.0
China,Barley,2016,37.32,75.0,5055078.1,1152356.0
China,Barley,2017,64.19,101.0,8918412.17,1827220.0
China,Barley,2018,66.04,98.0,6849604.94,1699372.0
China,Barley,2019,296.8,138.0,5960035.95,1570000.0
China,Barley,2020,195.99,231.0,8122189.75,1890290.0
China,Barley,2021,48.75,69.0,12512262.9,3564632.0
China,Barley,2022,18.07,32.0,5792630.8,2063535.0
China,"Cereals, primary",2000,10627183.94,1087991.87,9184844.32,1250289.57
China,"Cereals, primary",2001,6658244.0,721394.0,9656487.0,1431188.0
China,"Cereals, primary",2002,12557777.0,1285265.0,9092701.0,1232845.0
China,"Cereals, primary",2003,19059953.0,2105860.0,8290342.0,1285086.0
China,"Cereals, primary",2004,3527178.0,522094.0,15200015.0,3069341.0
China,"Cereals, primary",2005,9090172.0,1202298.0,12311710.0,2249936.0
China,"Cereals, primary",2006,4388869.0,647474.0,9180270.0,1567071.0
China,"Cereals, primary",2007,7803754.0,1517196.0,7071813.0,1647187.0
China,"Cereals, primary",2008,657766.0,231306.0,6533272.0,2198768.0
China,"Cereals, primary",2009,322405.0,143370.0,8793396.0,2041464.0
China,"Cereals, primary",2010,322179.0,180377.0,11638007.0,2869299.0
China,"Cereals, primary",2011,385575.0,256566.0,10544842.0,3670195.0
China,"Cereals, primary",2012,418054.0,243103.0,17540988.0,5606373.0
China,"Cereals, primary",2013,164636.0,128196.0,17876117.0,5746372.0
China,"Cereals, primary",2014,121390.03,131424.93,22585432.67,6495882.08
China,"Cereals, primary",2015,94264.8,115390.3,34994981.09,9199402.69
China,"Cereals, primary",2016,115766.8,128626.14,24118660.58,5244950.28
China,"Cereals, primary",2017,186795.64,130829.4,27457369.01,5870226.01
China,"Cereals, primary",2018,138377.71,133720.8,22729729.64,5462407.68
China,"Cereals, primary",2019,144381.83,126041.78,21321571.5,5201914.48
China,"Cereals, primary",2020,80617.33,128123.48,38540145.44,9205410.39
China,"Cereals, primary",2021,64489.06,137416.86,66054620.8,19581582.46
China,"Cereals, primary",2022,57545.75,127087.86,52081468.17,19217365.07
China,"Milk, Total",2000,385581.14,178262.5,1920244.82,597183.5
China,"Milk, Total",2001,306434.9,167800.0,1680550.07,642939.0
China,"Milk, Total",2002,262636.0,149966.0,1992404.97,584392.0
China,"Milk, Total",2003,190030.9,102344.0,2038597.27,595322.0
China,"Milk, Total",2004,215531.2,120106.0,2138545.87,694125.0
China,"Milk, Total",2005,294212.4,151593.0,1875098.19,717705.87
China,"Milk, Total",2006,311182.3,169113.0,2160812.11,811887.21
China,"Milk, Total",2007,653461.29,293436.0,2008470.97,1055974.0
China,"Milk, Total",2008,681106.99,372170.0,1794963.17,1189934.0
China,"Milk, Total",2009,169268.0,123323.0,3104080.85,1378570.0
China,"Milk, Total",2010,135059.3,128581.0,4363753.34,2429241.0
China,"Milk, Total",2011,210511.5,195300.0,4900706.53,3105577.0
China,"Milk, Total",2012,207852.6,216567.0,6026934.22,3689439.0
China,"Milk, Total",2013,175786.3,282891.0,8379025.49,5850384.0
China,"Milk, Total",2014,238528.79,393862.62,9655324.63,7555344.72
China,"Milk, Total",2015,240681.82,486006.46,6927183.2,4281043.65
China,"Milk, Total",2016,282178.16,568278.75,7770774.55,4493970.52
China,"Milk, Total",2017,395539.47,846230.59,8927997.06,5583241.53
China,"Milk, Total",2018,476208.42,1113220.42,9795720.58,6303074.38
China,"Milk, Total",2019,456910.66,1053978.8,11492073.22,6980942.22
China,"Milk, Total",2020,282165.64,580679.13,11280742.94,6786040.63
China,"Milk, Total",2021,271715.67,540128.64,14061384.95,8697980.09
China,"Milk, Total",2022,231640.83,457850.11,11883641.92,8479546.99
China,"Hen eggs in shell, fresh",2000,65309.28,32086.0,85625.49,73616.0
China,"Hen eggs in shell, fresh",2001,58379.0,33254.0,88060.0,73514.0
China,"Hen eggs in shell, fresh",2002,84175.0,37430.0,87687.0,70242.0
China,"Hen eggs in shell, fresh",2003,93477.0,44514.0,89688.0,67909.0
China,"Hen eggs in shell, fresh",2004,86536.0,59606.0,91619.0,76364.0
China,"Hen eggs in shell, fresh",2005,80558.0,63975.0,92013.0,75799.0
China,"Hen eggs in shell, fresh",2006,79021.0,64413.0,91303.0,79104.0
China,"Hen eggs in shell, fresh",2007,119932.0,79113.0,95781.0,104741.0
China,"Hen eggs in shell, fresh",2008,145551.0,108871.0,98649.0,123906.0
China,"Hen eggs in shell, fresh",2009,135262.0,107910.0,99726.0,130852.0
China,"Hen eggs in shell, fresh",2010,101962.0,132051.0,103263.0,138871.0
China,"Hen eggs in shell, fresh",2011,102238.0,164616.0,112194.0,170147.0
China,"Hen eggs in shell, fresh",2012,76660.0,119405.0,111789.0,162607.0
China,"Hen eggs in shell, fresh",2013,91086.0,164740.0,115210.0,184230.0
China,"Hen eggs in shell, fresh",2014,93606.91,182102.0,150761.89,205820.0
China,"Hen eggs in shell, fresh",2015,96215.22,181514.0,150405.65,199437.0
China,"Hen eggs in shell, fresh",2016,102211.41,176264.0,162158.62,185360.0
China,"Hen eggs in shell, fresh",2017,86033.0,121449.0,170903.05,192338.0
China,"Hen eggs in shell, fresh",2018,75075.3,119938.0,180702.53,227610.0
China,"Hen eggs in shell, fresh",2019,77197.94,123337.0,212526.89,231269.0
China,"Hen eggs in shell, fresh",2020,77624.55,116559.0,197386.31,233449.0
China,"Hen eggs in shell, fresh",2021,73610.26,130784.0,198377.4,257304.0
China,"Hen eggs in shell, fresh",2022,110096.17,203190.0,189005.14,296939.0
China,"Meat, Total",2000,197926.6319047619,210058.02619047617,316187.0980952381,248823.94619047618
China,"Meat, Total",2001,183520.0880952381,210035.95238095237,274798.6142857143,230744.19047619047
China,"Meat, Total",2002,163196.70238095237,178307.14285714287,244030.81190476188,215808.47619047618
China,"Meat, Total",2003,147547.37380952382,164994.38095238095,249163.11666666667,233275.14285714287
China,"Meat, Total",2004,65063.42619047619,103434.52380952382,151984.52142857143,175711.2857142857
China,"Meat, Total",2005,87242.68571428572,144043.09523809524,184213.27238095237,226277.24952380953
China,"Meat, Total",2006,103370.54999999999,164117.80952380953,226147.18333333332,260006.33333333334
China,"Meat, Total",2007,119152.55714285716,206520.52380952382,273411.70952380955,395465.14285714284
China,"Meat, Total",2008,118838.17380952381,220780.66666666666,316770.35476190475,512317.6666666667
China,"Meat, Total",2009,134758.98571428572,243777.80952380953,332291.99761904764,528256.0476190476
China,"Meat, Total",2010,177153.4380952381,313696.7619047619,329903.0642857143,598141.1428571428
China,"Meat, Total",2011,197477.44761904763,362524.04761904763,348067.19523809524,693485.3333333334
China,"Meat, Total",2012,162787.77380952382,332336.5238095238,322310.09285714285,665017.7142857143
China,"Meat, Total",2013,162498.77380952382,332324.90476190473,385657.5333333333,921182.380952381
China,"Meat, Total",2014,175934.8495238095,364667.970952381,377633.5643478261,959443.4652173913
China,"Meat, Total",2015,165659.39681818182,349765.71545454545,376234.9885714286,974377.8361904761
China,"Meat, Total",2016,166249.8185,360865.3765,412299.9459090909,1029607.2868181817
China,"Meat, Total",2017,161053.87714285715,367982.1185714286,410175.47181818174,1110629.2768181819
China,"Meat, Total",2018,169622.56238095235,395998.86714285717,516271.07699999993,1504773.342
China,"Meat, Total",2019,139038.145,338842.7185,568931.7140909091,1776033.1086363636
China,"Meat, Total",2020,80222.75349999999,233941.07450000002,693581.0336363637,2115752.7654545456
China,"Meat, Total",2021,87313.20950000001,260881.23700000002,665491.8263636363,2353052.902727273
China,"Meat, Total",2022,99861.56523809524,292793.9723809524,652472.4363636364,2841258.2236363636
China,Raw milk of cattle,2000,36651.64,26031.0,58038.67,38617.0
China,Raw milk of cattle,2001,31701.0,23246.0,55866.0,36999.0
China,Raw milk of cattle,2002,30673.0,22865.0,60784.0,41175.0
China,Raw milk of cattle,2003,29145.0,20001.0,58961.0,40766.0
China,Raw milk of cattle,2004,32578.0,21894.0,62487.0,43943.0
China,Raw milk of cattle,2005,35498.0,24200.0,62413.96,44764.0
China,Raw milk of cattle,2006,40850.0,25645.0,67867.0,48388.0
China,Raw milk of cattle,2007,47653.0,31026.0,67122.0,50442.0
China,Raw milk of cattle,2008,42015.0,33370.0,61690.0,55796.0
China,Raw milk of cattle,2009,23493.0,17572.0,68793.0,63395.0
China,Raw milk of cattle,2010,25892.0,20165.0,77972.0,77579.0
China,Raw milk of cattle,2011,29573.0,26598.0,103259.0,104036.0
China,Raw milk of cattle,2012,32812.0,32714.0,151495.0,156961.0
China,Raw milk of cattle,2013,32012.0,32660.0,254241.0,318156.0
China,Raw milk of cattle,2014,33626.37,36865.0,360726.39,397479.0
China,Raw milk of cattle,2015,34223.0,36543.0,474645.33,429669.0
China,Raw milk of cattle,2016,36377.04,37292.0,614083.81,497593.0
China,Raw milk of cattle,2017,36920.42,40750.0,604304.64,533564.0
China,Raw milk of cattle,2018,37524.41,42636.0,613776.58,582370.0
China,Raw milk of cattle,2019,33320.07,38107.0,766369.46,687401.0
China,Raw milk of cattle,2020,31965.55,35793.0,843291.0,755232.0
China,Raw milk of cattle,2021,29480.4,35509.0,1006561.01,939269.0
China,Raw milk of cattle,2022,30678.5,37218.0,769612.79,776030.0
China,Wheat,2000,2521.45,244.0,2048573.77,344018.0
China,Wheat,2001,454802.0,46859.0,1721328.0,321426.0
China,Wheat,2002,687629.0,70068.0,1766618.0,301439.0
China,Wheat,2003,2237494.0,265020.0,1657797.0,303826.0
China,Wheat,2004,784032.0,112117.0,8331604.0,1875285.0
China,Wheat,2005,260356.0,36756.0,4801480.0,1038220.0
China,Wheat,2006,1114103.0,161249.0,1576481.0,334432.0
China,Wheat,2007,2337184.0,480899.0,1433879.0,405223.0
China,Wheat,2008,125950.0,30529.0,1015719.0,482068.0
China,Wheat,2009,8432.0,2281.0,2134723.0,573591.0
China,Wheat,2010,72.0,37.0,2361148.0,654039.0
China,Wheat,2011,39808.0,17413.0,2612288.0,1003854.0
China,Wheat,2012,29.0,19.0,5057542.0,1602412.0
China,Wheat,2013,2563.0,1030.0,6830683.0,2359345.0
China,Wheat,2014,961.75,314.0,4265560.68,1422305.0
China,Wheat,2015,5301.71,1212.0,4310214.45,1288448.0
China,Wheat,2016,10538.32,3357.0,4724966.69,1137379.0
China,Wheat,2017,9971.02,4116.0,5715957.18,1426444.0
China,Wheat,2018,7344.57,3147.0,4115552.45,1142542.0
China,Wheat,2019,8524.2,3644.0,4559151.88,1270198.0
China,Wheat,2020,33.22,14.0,9569911.5,2664763.0
China,Wheat,2021,4396.89,2019.0,10987180.85,3478934.0
China,Wheat,2022,5816.01,2975.0,11152599.79,4379852.0
Denmark,Barley,2000,912208.0,126675.0,196857.0,26246.0
Denmark,Barley,2001,854954.0,126719.0,328932.0,40332.0
Denmark,Barley,2002,954119.0,138352.0,389340.0,45534.0
Denmark,Barley,2003,872209.0,154245.0,305053.0,42738.0
Denmark,Barley,2004,589515.0,110677.0,279110.0,44453.0
Denmark,Barley,2005,357849.0,65559.0,180392.0,29234.0
Denmark,Barley,2006,497851.0,110213.0,67907.0,14713.0
Denmark,Barley,2007,516264.0,158577.0,156972.0,47058.0
Denmark,Barley,2008,538332.0,213244.0,480074.0,182968.0
Denmark,Barley,2009,311165.0,82026.0,178393.0,41936.0
Denmark,Barley,2010,783907.0,199796.0,151271.0,27082.0
Denmark,Barley,2011,934738.0,302282.0,170122.0,42198.0
Denmark,Barley,2012,1041699.0,327543.0,83210.0,22226.0
Denmark,Barley,2013,778468.0,254200.0,106915.0,32069.0
Denmark,Barley,2014,843716.67,226366.0,45571.96,10978.0
Denmark,Barley,2015,982513.32,233510.0,99124.63,19176.0
Denmark,Barley,2016,693666.75,142801.0,36625.36,9063.0
Denmark,Barley,2017,977691.65,205426.0,54180.39,14104.0
Denmark,Barley,2018,669174.99,159932.0,41901.25,14488.0
Denmark,Barley,2019,522438.2,117387.0,103775.6,22461.0
Denmark,Barley,2020,717794.6,155693.0,77530.87,15815.0
Denmark,Barley,2021,960944.79,245905.0,55777.97,14382.0
Denmark,Barley,2022,629263.43,196549.0,208744.87,71266.0
Denmark,"Cereals, primary",2000,1906743.0,232526.0,497519.0,84816.0
Denmark,"Cereals, primary",2001,1759272.0,229064.0,661678.0,102040.0
Denmark,"Cereals, primary",2002,2051136.0,256049.0,919098.0,132514.0
Denmark,"Cereals, primary",2003,1751563.0,274814.0,811473.0,143629.0
Denmark,"Cereals, primary",2004,838440.0,156686.0,773005.0,161783.0
Denmark,"Cereals, primary",2005,796870.0,132958.0,672119.0,141380.0
Denmark,"Cereals, primary",2006,1229577.0,257133.0,459169.0,127498.0
Denmark,"Cereals, primary",2007,1344372.0,380235.0,661050.0,238344.0
Denmark,"Cereals, primary",2008,987566.0,388756.0,1528168.0,591568.0
Denmark,"Cereals, primary",2009,1892655.0,368005.0,800184.0,218589.0
Denmark,"Cereals, primary",2010,2447155.0,545767.0,691911.0,199345.0
Denmark,"Cereals, primary",2011,1984648.0,612947.0,627483.0,241223.0
Denmark,"Cereals, primary",2012,1769498.0,558226.0,640706.0,241504.0
Denmark,"Cereals, primary",2013,1551918.0,496802.0,717366.0,268412.0
Denmark,"Cereals, primary",2014,1918540.83,464974.42,609396.46,212519.65
Denmark,"Cereals, primary",2015,2258345.07,472772.16,568014.61,168962.85
Denmark,"Cereals, primary",2016,1771684.28,323392.33,521129.49,153967.96
Denmark,"Cereals, primary",2017,1995762.7,402214.19,529014.31,166134.97
Denmark,"Cereals, primary",2018,1326280.28,301108.32,919970.0,274561.82
Denmark,"Cereals, primary",2019,1356913.9,281579.43,856561.41,235682.7
Denmark,"Cereals, primary",2020,1640575.88,364341.41,481107.0,152410.77
Denmark,"Cereals, primary",2021,1597563.47,412734.75,364019.49,139773.15
Denmark,"Cereals, primary",2022,1212785.58,400938.33,714169.17,286845.81
Denmark,"Milk, Total",2000,1088477.59,415663.0,240747.4,82064.0
Denmark,"Milk, Total",2001,919055.09,385693.0,232239.0,78539.0
Denmark,"Milk, Total",2002,1021010.69,413023.0,250949.9,86536.0
Denmark,"Milk, Total",2003,1175882.28,495461.0,307205.4,123191.0
Denmark,"Milk, Total",2004,1203770.98,583480.0,525104.99,230039.0
Denmark,"Milk, Total",2005,1312323.38,665962.0,511300.89,225026.0
Denmark,"Milk, Total",2006,1297099.28,659010.0,449768.79,197071.0
Denmark,"Milk, Total",2007,1231131.08,779919.0,402161.89,204622.0
Denmark,"Milk, Total",2008,1321361.48,985111.0,399638.19,258743.0
Denmark,"Milk, Total",2009,1697841.28,792216.0,364176.89,159315.0
Denmark,"Milk, Total",2010,1676903.98,960190.0,526858.79,276084.0
Denmark,"Milk, Total",2011,1598598.18,1071451.0,489832.49,313754.0
Denmark,"Milk, Total",2012,1496437.28,932640.0,297299.4,182311.0
Denmark,"Milk, Total",2013,1276330.88,918042.0,318519.49,223731.0
Denmark,"Milk, Total",2014,1155669.0,852404.24,329393.53,238826.7
Denmark,"Milk, Total",2015,1289239.91,735695.68,323567.33,179817.38
Denmark,"Milk, Total",2016,1202551.98,742763.94,325187.64,168254.0
Denmark,"Milk, Total",2017,1183231.19,869292.0,274021.95,206818.12
Denmark,"Milk, Total",2018,1269828.15,938000.71,335075.8,257826.46
Denmark,"Milk, Total",2019,1368637.98,868099.27,444827.41,272263.38
Denmark,"Milk, Total",2020,1242621.43,777159.17,417540.33,255879.06
Denmark,"Milk, Total",2021,1426282.44,835003.02,398804.71,277285.19
Denmark,"Milk, Total",2022,1392767.02,994552.52,482046.23,415326.52
Denmark,"Hen eggs in shell, fresh",2000,13405.0,15714.0,19949.0,16361.0
Denmark,"Hen eggs in shell, fresh",2001,4229.0,7070.0,15763.0,12690.0
Denmark,"Hen eggs in shell, fresh",2002,2325.0,6223.0,13158.0,12762.0
Denmark,"Hen eggs in shell, fresh",2003,3224.0,9246.0,17951.0,21529.0
Denmark,"Hen eggs in shell, fresh",2004,4551.0,13806.0,23587.0,22534.0
Denmark,"Hen eggs in shell, fresh",2005,3831.0,10665.0,22198.0,21576.0
Denmark,"Hen eggs in shell, fresh",2006,7281.0,15461.0,20417.0,21069.0
Denmark,"Hen eggs in shell, fresh",2007,4588.0,18045.0,19062.0,32109.0
Denmark,"Hen eggs in shell, fresh",2008,2995.0,16330.0,18900.0,36839.0
Denmark,"Hen eggs in shell, fresh",2009,3706.0,14754.0,16112.0,30544.0
Denmark,"Hen eggs in shell, fresh",2010,3824.0,13449.0,9005.0,21491.0
Denmark,"Hen eggs in shell, fresh",2011,6202.0,21286.0,11473.0,29067.0
Denmark,"Hen eggs in shell, fresh",2012,6213.0,6984.0,12536.0,30087.0
Denmark,"Hen eggs in shell, fresh",2013,3480.0,9008.0,9336.0,29597.0
Denmark,"Hen eggs in shell, fresh",2014,4424.4,12868.0,9942.3,29098.0
Denmark,"Hen eggs in shell, fresh",2015,3659.72,11345.0,10273.2,25055.0
Denmark,"Hen eggs in shell, fresh",2016,4352.21,13414.0,8380.77,23326.0
Denmark,"Hen eggs in shell, fresh",2017,7821.77,16978.0,9896.35,25216.0
Denmark,"Hen eggs in shell, fresh",2018,7955.38,20236.0,12298.0,29307.0
Denmark,"Hen eggs in shell, fresh",2019,8493.23,18333.0,11560.86,31025.0
Denmark,"Hen eggs in shell, fresh",2020,9676.96,21817.0,13580.65,34827.0
Denmark,"Hen eggs in shell, fresh",2021,14312.98,29856.0,10834.21,32403.0
Denmark,"Hen eggs in shell, fresh",2022,11654.25,26145.0,15694.08,44963.0
Denmark,"Meat, Total",2000,35272.663888888885,64919.11111111111,14225.650000000001,41099.555555555555
Denmark,"Meat, Total",2001,30885.3,58825.36842105263,13382.527777777777,35634.0
Denmark,"Meat, Total",2002,32141.58157894737,63013.47368421053,15223.055555555555,42495.166666666664
Denmark,"Meat, Total",2003,30169.984210526312,72810.47368421052,16080.330555555556,55027.77777777778
Denmark,"Meat, Total",2004,32352.623684210525,88409.1052631579,17489.505263157895,68066.94736842105
Denmark,"Meat, Total",2005,29315.515789473688,90262.36842105263,18155.97894736842,78264.36842105263
Denmark,"Meat, Total",2006,27683.897368421054,86228.15789473684,18332.02105263158,84943.36842105263
Denmark,"Meat, Total",2007,26565.63157894737,98645.63157894737,18252.571052631578,94780.05263157895
Denmark,"Meat, Total",2008,27256.13684210526,115370.78947368421,18914.263157894737,115071.47368421052
Denmark,"Meat, Total",2009,31562.70789473684,107906.31578947368,20944.207894736843,99125.8947368421
Denmark,"Meat, Total",2010,34817.75,111899.73684210527,25820.063157894736,112459.0
Denmark,"Meat, Total",2011,32596.30789473684,118294.15789473684,25997.865789473686,124622.84210526316
Denmark,"Meat, Total",2012,34532.35,114338.36842105263,26367.64210526316,111929.68421052632
Denmark,"Meat, Total",2013,32046.27105263158,113733.73684210527,31203.155263157892,116529.84210526316
Denmark,"Meat, Total",2014,31904.871000000003,109889.754,26339.374499999998,114930.02849999999
Denmark,"Meat, Total",2015,30012.6435,87416.91799999999,26338.888,101889.698
Denmark,"Meat, Total",2016,31081.021999999997,86032.679,28519.5980952381,95354.63428571429
Denmark,"Meat, Total",2017,31753.342380952377,89365.15047619047,31680.8145,104082.34349999999
Denmark,"Meat, Total",2018,33603.7725,102214.536,31307.22952380953,109191.5880952381
Denmark,"Meat, Total",2019,34641.333999999995,95801.13,30452.73363636364,97750.69227272728
Denmark,"Meat, Total",2020,32352.983500000002,90473.039,28398.388095238097,98837.15571428572
Denmark,"Meat, Total",2021,32768.46857142857,96163.8219047619,25000.35428571429,107065.44857142857
Denmark,"Meat, Total",2022,34203.985,115226.72350000001,24157.862857142856,119149.2623809524
Denmark,Raw milk of cattle,2000,46160.0,18288.0,13437.0,5043.0
Denmark,Raw milk of cattle,2001,19897.0,9871.0,19684.0,5890.0
Denmark,Raw milk of cattle,2002,10107.0,5626.0,18897.0,6028.0
Denmark,Raw milk of cattle,2003,19526.0,11075.0,30076.0,12467.0
Denmark,Raw milk of cattle,2004,19753.0,12530.0,41422.0,18611.0
Denmark,Raw milk of cattle,2005,18326.0,14582.0,38816.0,19434.0
Denmark,Raw milk of cattle,2006,55092.0,42759.0,20120.0,12185.0
Denmark,Raw milk of cattle,2007,71314.0,60052.0,15130.0,10502.0
Denmark,Raw milk of cattle,2008,193003.0,159858.0,20654.0,16754.0
Denmark,Raw milk of cattle,2009,341270.0,139477.0,31147.0,16431.0
Denmark,Raw milk of cattle,2010,207083.0,106117.0,31636.0,18828.0
Denmark,Raw milk of cattle,2011,211745.0,133700.0,38452.0,23944.0
Denmark,Raw milk of cattle,2012,194325.0,124568.0,23256.0,13669.0
Denmark,Raw milk of cattle,2013,208231.0,150121.0,29718.0,19529.0
Denmark,Raw milk of cattle,2014,223164.48,158177.0,26626.43,24609.0
Denmark,Raw milk of cattle,2015,201525.78,119012.0,29914.57,18527.0
Denmark,Raw milk of cattle,2016,211033.64,134473.0,41958.64,23616.0
Denmark,Raw milk of cattle,2017,245586.91,150001.0,52932.43,40652.0
Denmark,Raw milk of cattle,2018,207205.81,127098.0,52732.66,36500.0
Denmark,Raw milk of cattle,2019,292513.9,144140.0,46277.42,32856.0
Denmark,Raw milk of cattle,2020,232209.63,114912.0,33144.09,27191.0
Denmark,Raw milk of cattle,2021,253833.67,140521.0,30558.0,25864.0
Denmark,Raw milk of cattle,2022,249561.29,170390.0,13817.14,11021.0
Denmark,Wheat,2000,939181.0,99859.0,181809.0,31322.0
Denmark,Wheat,2001,730203.0,84446.0,225324.0,34184.0
Denmark,Wheat,2002,910420.0,97490.0,405836.0,52353.0
Denmark,Wheat,2003,791052.0,107809.0,384171.0,59863.0
Denmark,Wheat,2004,240893.0,43383.0,276171.0,49545.0
Denmark,Wheat,2005,431498.0,64951.0,329349.0,58013.0
Denmark,Wheat,2006,722487.0,142167.0,226088.0,47110.0
Denmark,Wheat,2007,816300.0,215219.0,208643.0,73720.0
Denmark,Wheat,2008,419045.0,158294.0,404546.0,167819.0
Denmark,Wheat,2009,1555092.0,276233.0,411495.0,93286.0
Denmark,Wheat,2010,1578127.0,321758.0,425182.0,105207.0
Denmark,Wheat,2011,886924.0,260121.0,354545.0,121461.0
Denmark,Wheat,2012,653005.0,194075.0,370639.0,121244.0
Denmark,Wheat,2013,716339.0,206492.0,221105.0,79843.0
Denmark,Wheat,2014,843808.18,205346.0,184008.0,59519.0
Denmark,Wheat,2015,1151737.35,221694.0,223198.83,59149.0
Denmark,Wheat,2016,957828.81,160068.0,234762.8,56203.0
Denmark,Wheat,2017,912265.67,168566.0,222335.26,57908.0
Denmark,Wheat,2018,491994.34,102000.0,332444.46,89857.0
Denmark,Wheat,2019,687054.34,135232.0,221287.73,58860.0
Denmark,Wheat,2020,804381.16,174498.0,147796.15,41597.0
Denmark,Wheat,2021,561737.59,144068.0,126461.14,42093.0
Denmark,Wheat,2022,513265.41,168111.0,182119.95,72613.0
Finland,Barley,2000,32400.0,4275.0,77144.0,11405.0
Finland,Barley,2001,186425.0,19212.0,40042.0,6461.0
Finland,Barley,2002,85319.0,8566.0,49716.0,7707.0
Finland,Barley,2003,92005.0,11098.0,55225.0,8853.0
Finland,Barley,2004,51439.0,8664.0,73430.0,14304.0
Finland,Barley,2005,29259.0,4116.0,8327.0,1653.0
Finland,Barley,2006,156066.0,28203.0,3262.0,668.0
Finland,Barley,2007,358070.0,94431.0,2815.0,1249.0
Finland,Barley,2008,126723.0,44143.0,1716.0,437.0
Finland,Barley,2009,65479.0,13148.0,43.0,53.0
Finland,Barley,2010,246036.0,58220.0,200.0,138.0
Finland,Barley,2011,477356.0,128019.0,310.0,269.0
Finland,Barley,2012,93206.0,27252.0,4081.0,1647.0
