Area,Item,Year,Producer Price (USD/tonne)
France,"Hen eggs in shell, fresh",2006,1008.2
France,"Hen eggs in shell, fresh",2007,1414.5
France,"Hen eggs in shell, fresh",2008,1540.2
France,"Hen eggs in shell, fresh",2009,1598.0
France,"Hen eggs in shell, fresh",2010,1224.4
France,"Hen eggs in shell, fresh",2011,1441.0
France,"Hen eggs in shell, fresh",2012,2023.3
France,"Hen eggs in shell, fresh",2013,1380.8
France,"Hen eggs in shell, fresh",2014,1426.0
France,"Hen eggs in shell, fresh",2015,1257.5
France,"Hen eggs in shell, fresh",2016,1220.0
France,"Hen eggs in shell, fresh",2017,1694.7
France,"Hen eggs in shell, fresh",2018,1662.4
France,"Hen eggs in shell, fresh",2019,1475.6
France,"Hen eggs in shell, fresh",2020,1380.0
France,"Hen eggs in shell, fresh",2021,1518.8
France,Raw milk of cattle,2000,292.4
France,Raw milk of cattle,2001,295.2
France,Raw milk of cattle,2002,293.5
France,Raw milk of cattle,2003,342.8
France,Raw milk of cattle,2004,365.4
France,Raw milk of cattle,2005,376.1
France,Raw milk of cattle,2006,365.4
France,Raw milk of cattle,2007,423.9
France,Raw milk of cattle,2008,524.6
France,Raw milk of cattle,2009,414.5
France,Raw milk of cattle,2010,426.6
France,Raw milk of cattle,2011,480.7
France,Raw milk of cattle,2012,429.2
France,Raw milk of cattle,2013,474.5
France,Raw milk of cattle,2014,504.7
France,Raw milk of cattle,2015,371.5
France,Raw milk of cattle,2016,349.6
France,Raw milk of cattle,2017,399.1
France,Raw milk of cattle,2018,422.8
France,Raw milk of cattle,2019,416.5
France,Raw milk of cattle,2020,420.8
France,Raw milk of cattle,2021,454.3
France,Wheat,2000,93.7
France,Wheat,2001,96.7
France,Wheat,2002,91.7
France,Wheat,2003,129.2
France,Wheat,2004,119.7
France,Wheat,2005,116.3
France,Wheat,2006,152.6
France,Wheat,2007,259.2
France,Wheat,2008,212.5
France,Wheat,2009,155.4
France,Wheat,2010,246.6
France,Wheat,2011,269.1
France,Wheat,2012,285.2
France,Wheat,2013,244.5
France,Wheat,2014,216.4
France,Wheat,2015,173.0
France,Wheat,2016,160.1
France,Wheat,2017,158.0
France,Wheat,2018,195.1
France,Wheat,2019,183.3
France,Wheat,2020,200.4
France,Wheat,2021,259.5
Germany,Barley,2000,94.1
Germany,Barley,2001,88.2
Germany,Barley,2002,81.9
Germany,Barley,2003,107.2
Germany,Barley,2004,135.3
Germany,Barley,2005,114.4
Germany,Barley,2006,128.0
Germany,Barley,2007,227.2
Germany,Barley,2008,246.1
Germany,Barley,2009,133.4
Germany,Barley,2010,165.7
Germany,Barley,2011,257.5
Germany,Barley,2012,264.7
Germany,Barley,2013,243.0
Germany,Barley,2014,201.9
Germany,Barley,2015,160.9
Germany,Barley,2016,139.5
Germany,Barley,2017,153.6
Germany,Barley,2018,195.4
Germany,Barley,2019,175.6
Germany,Barley,2020,171.6
Germany,Barley,2021,234.6
Germany,Barley,2022,301.0
Germany,"Hen eggs in shell, fresh",2000,1032.9
Germany,"Hen eggs in shell, fresh",2001,943.4
Germany,"Hen eggs in shell, fresh",2002,1013.6
Germany,"Hen eggs in shell, fresh",2003,1506.8
Germany,"Hen eggs in shell, fresh",2004,1369.5
Germany,"Hen eggs in shell, fresh",2005,1315.8
Germany,"Hen eggs in shell, fresh",2006,1598.3
Germany,"Hen eggs in shell, fresh",2007,2051.7
Germany,"Hen eggs in shell, fresh",2008,2333.4
Germany,"Hen eggs in shell, fresh",2009,2409.0
Germany,"Hen eggs in shell, fresh",2010,2509.6
Germany,"Hen eggs in shell, fresh",2011,2711.5
Germany,"Hen eggs in shell, fresh",2012,2127.3
Germany,"Hen eggs in shell, fresh",2013,1656.9
Germany,"Hen eggs in shell, fresh",2014,1579.0
Germany,"Hen eggs in shell, fresh",2015,1406.0
Germany,"Hen eggs in shell, fresh",2016,1277.5
Germany,"Hen eggs in shell, fresh",2017,1837.1
Germany,"Hen eggs in shell, fresh",2018,1798.5
Germany,"Hen eggs in shell, fresh",2019,1548.2
Germany,"Hen eggs in shell, fresh",2020,1492.9
Germany,"Hen eggs in shell, fresh",2021,1323.6
Germany,"Hen eggs in shell, fresh",2022,1867.6
Germany,Raw milk of cattle,2000,290.7
Germany,Raw milk of cattle,2001,308.8
Germany,Raw milk of cattle,2002,296.4
Germany,Raw milk of cattle,2003,318.3
Germany,Raw milk of cattle,2004,346.4
Germany,Raw milk of cattle,2005,343.2
Germany,Raw milk of cattle,2006,343.7
Germany,Raw milk of cattle,2007,458.5
Germany,Raw milk of cattle,2008,495.1
Germany,Raw milk of cattle,2009,334.8
Germany,Raw milk of cattle,2010,408.3
Germany,Raw milk of cattle,2011,484.4
Germany,Raw milk of cattle,2012,416.3
Germany,Raw milk of cattle,2013,504.7
Germany,Raw milk of cattle,2014,502.2
Germany,Raw milk of cattle,2015,328.4
Germany,Raw milk of cattle,2016,301.1
Germany,Raw milk of cattle,2017,396.5
Germany,Raw milk of cattle,2018,416.9
Germany,Raw milk of cattle,2019,385.1
Germany,Raw milk of cattle,2020,394.3
Germany,Raw milk of cattle,2021,430.5
Germany,Raw milk of cattle,2022,564.9
Germany,Wheat,2000,106.8
Germany,Wheat,2001,99.6
Germany,Wheat,2002,95.0
Germany,Wheat,2003,124.2
Germany,Wheat,2004,154.0
Germany,Wheat,2005,123.1
Germany,Wheat,2006,139.3
Germany,Wheat,2007,239.5
Germany,Wheat,2008,272.4
Germany,Wheat,2009,157.0
Germany,Wheat,2010,198.9
Germany,Wheat,2011,288.1
Germany,Wheat,2012,281.4
Germany,Wheat,2013,269.6
Germany,Wheat,2014,224.5
Germany,Wheat,2015,179.7
Germany,Wheat,2016,155.0
Germany,Wheat,2017,170.6
Germany,Wheat,2018,198.9
Germany,Wheat,2019,186.9
Germany,Wheat,2020,196.6
Germany,Wheat,2021,259.7
Germany,Wheat,2022,326.4
Hungary,Barley,2000,98.8
Hungary,Barley,2001,89.9
Hungary,Barley,2002,97.9
Hungary,Barley,2003,120.0
Hungary,Barley,2004,118.3
Hungary,Barley,2005,106.6
Hungary,Barley,2006,119.9
Hungary,Barley,2007,206.2
Hungary,Barley,2008,209.5
Hungary,Barley,2009,132.0
Hungary,Barley,2010,141.0
Hungary,Barley,2011,247.6
Hungary,Barley,2012,243.3
Hungary,Barley,2013,208.1
Hungary,Barley,2014,185.6
Hungary,Barley,2015,150.0
Hungary,Barley,2016,130.5
Hungary,Barley,2017,131.7
Hungary,Barley,2018,159.9
Hungary,Barley,2019,151.9
Hungary,Barley,2020,144.6
Hungary,Barley,2021,194.8
Hungary,Barley,2022,289.2
Hungary,"Hen eggs in shell, fresh",2000,797.4
Hungary,"Hen eggs in shell, fresh",2001,896.2
Hungary,"Hen eggs in shell, fresh",2002,1071.0
Hungary,"Hen eggs in shell, fresh",2003,1114.1
Hungary,"Hen eggs in shell, fresh",2004,1493.4
Hungary,"Hen eggs in shell, fresh",2005,1454.0
Hungary,"Hen eggs in shell, fresh",2006,1498.1
Hungary,"Hen eggs in shell, fresh",2007,1592.9
Hungary,"Hen eggs in shell, fresh",2008,1877.3
Hungary,"Hen eggs in shell, fresh",2009,1785.4
Hungary,"Hen eggs in shell, fresh",2010,1613.5
Hungary,"Hen eggs in shell, fresh",2011,1717.2
Hungary,"Hen eggs in shell, fresh",2012,1959.7
Hungary,"Hen eggs in shell, fresh",2013,1515.3
Hungary,"Hen eggs in shell, fresh",2014,1455.2
Hungary,"Hen eggs in shell, fresh",2015,1233.8
Hungary,"Hen eggs in shell, fresh",2016,1129.7
Hungary,"Hen eggs in shell, fresh",2017,1501.5
Hungary,"Hen eggs in shell, fresh",2018,1630.9
Hungary,"Hen eggs in shell, fresh",2019,1475.7
Hungary,"Hen eggs in shell, fresh",2020,1467.1
Hungary,"Hen eggs in shell, fresh",2021,1666.9
Hungary,"Hen eggs in shell, fresh",2022,2021.4
Hungary,Raw milk of cattle,2000,223.3
Hungary,Raw milk of cattle,2001,239.1
Hungary,Raw milk of cattle,2002,280.1
Hungary,Raw milk of cattle,2003,318.3
Hungary,Raw milk of cattle,2004,310.2
Hungary,Raw milk of cattle,2005,322.0
Hungary,Raw milk of cattle,2006,303.4
Hungary,Raw milk of cattle,2007,395.8
Hungary,Raw milk of cattle,2008,479.4
Hungary,Raw milk of cattle,2009,302.8
Hungary,Raw milk of cattle,2010,345.6
Hungary,Raw milk of cattle,2011,435.1
Hungary,Raw milk of cattle,2012,391.0
Hungary,Raw milk of cattle,2013,443.6
Hungary,Raw milk of cattle,2014,453.7
Hungary,Raw milk of cattle,2015,294.1
Hungary,Raw milk of cattle,2016,268.4
Hungary,Raw milk of cattle,2017,351.5
Hungary,Raw milk of cattle,2018,358.8
Hungary,Raw milk of cattle,2019,352.3
Hungary,Raw milk of cattle,2020,346.0
Hungary,Raw milk of cattle,2021,377.4
Hungary,Raw milk of cattle,2022,464.0
Hungary,Wheat,2000,98.4
Hungary,Wheat,2001,80.0
Hungary,Wheat,2002,88.5
Hungary,Wheat,2003,134.7
Hungary,Wheat,2004,115.5
Hungary,Wheat,2005,102.5
Hungary,Wheat,2006,125.1
Hungary,Wheat,2007,238.2
Hungary,Wheat,2008,233.0
Hungary,Wheat,2009,147.6
Hungary,Wheat,2010,188.7
Hungary,Wheat,2011,254.5
Hungary,Wheat,2012,268.4
Hungary,Wheat,2013,213.5
Hungary,Wheat,2014,208.0
Hungary,Wheat,2015,174.2
Hungary,Wheat,2016,141.9
Hungary,Wheat,2017,159.1
Hungary,Wheat,2018,181.2
Hungary,Wheat,2019,174.5
Hungary,Wheat,2020,177.9
Hungary,Wheat,2021,239.3
Hungary,Wheat,2022,346.1
India,Barley,2000,116.8
India,Barley,2001,109.7
India,Barley,2002,114.3
India,Barley,2003,125.8
India,Barley,2004,145.7
India,Barley,2005,174.2
India,Barley,2006,180.8
India,Barley,2008,226.5
India,Wheat,2000,147.9
India,Wheat,2001,139.5
India,Wheat,2002,139.2
India,Wheat,2003,149.8
India,Wheat,2004,156.8
India,Wheat,2005,188.5
India,Wheat,2006,196.0
India,Wheat,2007,241.8
India,Wheat,2008,248.2
Ireland,Barley,2000,93.6
Ireland,Barley,2001,93.2
Ireland,Barley,2002,88.5
Ireland,Barley,2003,123.0
Ireland,Barley,2004,121.7
Ireland,Barley,2005,123.1
Ireland,Barley,2006,138.0
Ireland,Barley,2007,251.8
Ireland,Barley,2008,190.4
Ireland,Barley,2009,111.1
Ireland,Barley,2010,208.5
Ireland,Barley,2011,264.5
Ireland,Barley,2012,272.8
Ireland,Barley,2013,219.7
Ireland,"Hen eggs in shell, fresh",2000,804.9
Ireland,"Hen eggs in shell, fresh",2001,802.2
Ireland,"Hen eggs in shell, fresh",2002,843.7
Ireland,"Hen eggs in shell, fresh",2003,1163.7
Ireland,"Hen eggs in shell, fresh",2004,1156.7
Ireland,"Hen eggs in shell, fresh",2005,1134.5
Ireland,"Hen eggs in shell, fresh",2006,1142.3
Ireland,"Hen eggs in shell, fresh",2007,1448.0
Ireland,"Hen eggs in shell, fresh",2008,1729.5
Ireland,"Hen eggs in shell, fresh",2009,1450.2
Ireland,"Hen eggs in shell, fresh",2010,1330.4
Ireland,"Hen eggs in shell, fresh",2011,1748.5
Ireland,"Hen eggs in shell, fresh",2012,1823.5
Ireland,"Hen eggs in shell, fresh",2013,1933.9
Ireland,Raw milk of cattle,2000,250.3
Ireland,Raw milk of cattle,2001,255.7
Ireland,Raw milk of cattle,2002,248.4
Ireland,Raw milk of cattle,2003,292.3
Ireland,Raw milk of cattle,2004,320.3
Ireland,Raw milk of cattle,2005,314.6
Ireland,Raw milk of cattle,2006,304.9
Ireland,Raw milk of cattle,2007,417.5
Ireland,Raw milk of cattle,2008,451.9
Ireland,Raw milk of cattle,2009,292.9
Ireland,Raw milk of cattle,2010,362.5
Ireland,Raw milk of cattle,2011,451.8
Ireland,Raw milk of cattle,2012,382.1
Ireland,Raw milk of cattle,2013,481.3
Ireland,Raw milk of cattle,2014,463.6
Ireland,Raw milk of cattle,2015,305.4
Ireland,Raw milk of cattle,2016,278.2
Ireland,Raw milk of cattle,2017,378.8
Ireland,Raw milk of cattle,2018,400.3
Ireland,Raw milk of cattle,2019,364.2
Ireland,Raw milk of cattle,2020,376.5
Ireland,Raw milk of cattle,2021,453.1
Ireland,Raw milk of cattle,2022,602.6
Ireland,Wheat,2000,94.8
Ireland,Wheat,2001,105.7
Ireland,Wheat,2002,91.3
Ireland,Wheat,2003,135.4
Ireland,Wheat,2004,134.1
Ireland,Wheat,2005,130.6
Ireland,Wheat,2006,153.1
Ireland,Wheat,2007,275.1
Ireland,Wheat,2008,200.7
Ireland,Wheat,2009,145.9
Ireland,Wheat,2010,210.9
Ireland,Wheat,2011,227.7
Ireland,Wheat,2012,283.4
Ireland,Wheat,2013,207.7
Ireland,Wheat,2016,154.7
Ireland,Wheat,2017,168.2
Ireland,Wheat,2018,240.3
Ireland,Wheat,2019,166.7
Ireland,Wheat,2020,197.4
Italy,Barley,2000,121.0
Italy,Barley,2001,113.5
Italy,Barley,2002,124.9
Italy,Barley,2003,156.3
Italy,Barley,2004,184.0
Italy,Barley,2005,155.4
Italy,Barley,2006,174.3
Italy,Barley,2007,250.7
Italy,Barley,2008,272.2
Italy,Barley,2009,186.2
Italy,"Hen eggs in shell, fresh",2000,1363.9
Italy,"Hen eggs in shell, fresh",2001,1254.4
Italy,"Hen eggs in shell, fresh",2002,1371.3
Italy,"Hen eggs in shell, fresh",2003,1779.7
Italy,"Hen eggs in shell, fresh",2004,1957.8
Italy,"Hen eggs in shell, fresh",2005,1838.8
Italy,"Hen eggs in shell, fresh",2006,1964.7
Italy,"Hen eggs in shell, fresh",2007,1385.2
Italy,"Hen eggs in shell, fresh",2008,1483.8
Italy,"Hen eggs in shell, fresh",2009,1507.4
Italy,"Hen eggs in shell, fresh",2010,1478.2
Italy,"Hen eggs in shell, fresh",2011,1590.2
Italy,"Hen eggs in shell, fresh",2012,1921.5
Italy,"Hen eggs in shell, fresh",2013,1931.0
Italy,"Hen eggs in shell, fresh",2014,1816.3
Italy,"Hen eggs in shell, fresh",2015,1396.8
Italy,"Hen eggs in shell, fresh",2016,1202.0
Italy,"Hen eggs in shell, fresh",2017,1439.7
Italy,"Hen eggs in shell, fresh",2018,1613.8
Italy,"Hen eggs in shell, fresh",2019,1516.0
Italy,"Hen eggs in shell, fresh",2020,1556.1
Italy,"Hen eggs in shell, fresh",2021,1607.7
Italy,Raw milk of cattle,2002,357.6
Italy,Raw milk of cattle,2003,434.0
Italy,Raw milk of cattle,2004,476.4
Italy,Raw milk of cattle,2005,465.1
Italy,Raw milk of cattle,2006,440.3
Italy,Raw milk of cattle,2007,498.4
Italy,Raw milk of cattle,2008,607.4
Italy,Raw milk of cattle,2009,515.0
Italy,Raw milk of cattle,2010,496.6
Italy,Raw milk of cattle,2011,589.5
Italy,Raw milk of cattle,2012,536.3
Italy,Raw milk of cattle,2013,572.8
Italy,Raw milk of cattle,2014,574.2
Italy,Raw milk of cattle,2015,424.2
Italy,Raw milk of cattle,2016,411.0
Italy,Raw milk of cattle,2017,452.3
Italy,Raw milk of cattle,2018,469.4
Italy,Raw milk of cattle,2019,477.2
Italy,Raw milk of cattle,2020,446.3
Italy,Raw milk of cattle,2021,483.6
Italy,Raw milk of cattle,2022,580.1
Italy,Wheat,2000,144.4
Italy,Wheat,2001,157.3
Italy,Wheat,2002,158.4
Italy,Wheat,2003,192.0
Italy,Wheat,2004,206.1
Italy,Wheat,2005,163.2
Italy,Wheat,2006,194.5
Italy,Wheat,2007,332.2
Italy,Wheat,2008,440.7
Italy,Wheat,2009,253.7
Italy,Wheat,2010,238.0
Italy,Wheat,2011,361.4
Italy,Wheat,2012,328.9
Italy,Wheat,2013,333.1
Italy,Wheat,2014,335.3
Italy,Wheat,2015,216.0
Italy,Wheat,2016,197.3
Italy,Wheat,2017,212.1
Italy,Wheat,2018,245.6
Italy,Wheat,2019,243.3
Italy,Wheat,2020,269.8
Italy,Wheat,2021,394.0
Italy,Wheat,2022,475.1
Netherlands (Kingdom of the),Barley,2000,97.4
Netherlands (Kingdom of the),Barley,2001,93.4
Netherlands (Kingdom of the),Barley,2002,107.3
Netherlands (Kingdom of the),Barley,2003,136.0
Netherlands (Kingdom of the),Barley,2004,134.3
Netherlands (Kingdom of the),Barley,2005,133.7
Netherlands (Kingdom of the),Barley,2006,163.2
Netherlands (Kingdom of the),Barley,2007,315.0
Netherlands (Kingdom of the),Barley,2008,260.2
Netherlands (Kingdom of the),Barley,2009,141.7
Netherlands (Kingdom of the),Barley,2010,227.8
Netherlands (Kingdom of the),Barley,2011,288.2
Netherlands (Kingdom of the),Barley,2012,288.9
Netherlands (Kingdom of the),Barley,2013,240.3
Netherlands (Kingdom of the),Barley,2014,202.3
Netherlands (Kingdom of the),Barley,2015,176.7
Netherlands (Kingdom of the),Barley,2016,167.2
Netherlands (Kingdom of the),Barley,2017,176.7
Netherlands (Kingdom of the),Barley,2018,219.0
Netherlands (Kingdom of the),Barley,2019,178.9
Netherlands (Kingdom of the),Barley,2020,189.0
Netherlands (Kingdom of the),Barley,2021,271.1
Netherlands (Kingdom of the),Barley,2022,315.6
Netherlands (Kingdom of the),"Hen eggs in shell, fresh",2000,722.4
Netherlands (Kingdom of the),"Hen eggs in shell, fresh",2001,690.3
Netherlands (Kingdom of the),"Hen eggs in shell, fresh",2002,693.9
Netherlands (Kingdom of the),"Hen eggs in shell, fresh",2003,1100.5
Netherlands (Kingdom of the),"Hen eggs in shell, fresh",2004,663.0
Netherlands (Kingdom of the),"Hen eggs in shell, fresh",2005,685.2
Netherlands (Kingdom of the),"Hen eggs in shell, fresh",2006,853.9
Netherlands (Kingdom of the),"Hen eggs in shell, fresh",2007,1184.2
Netherlands (Kingdom of the),"Hen eggs in shell, fresh",2008,1254.0
Netherlands (Kingdom of the),"Hen eggs in shell, fresh",2009,1403.0
Netherlands (Kingdom of the),"Hen eggs in shell, fresh",2010,1105.0
Netherlands (Kingdom of the),"Hen eggs in shell, fresh",2011,987.4
Netherlands (Kingdom of the),"Hen eggs in shell, fresh",2012,1573.7
Netherlands (Kingdom of the),"Hen eggs in shell, fresh",2013,1163.9
Netherlands (Kingdom of the),"Hen eggs in shell, fresh",2014,1219.9
Netherlands (Kingdom of the),"Hen eggs in shell, fresh",2015,1167.5
Netherlands (Kingdom of the),"Hen eggs in shell, fresh",2016,1026.9
Netherlands (Kingdom of the),"Hen eggs in shell, fresh",2017,1390.8
Netherlands (Kingdom of the),"Hen eggs in shell, fresh",2018,1359.9
Netherlands (Kingdom of the),"Hen eggs in shell, fresh",2019,1189.7
Netherlands (Kingdom of the),"Hen eggs in shell, fresh",2020,1153.9
Netherlands (Kingdom of the),"Hen eggs in shell, fresh",2021,1189.7
Netherlands (Kingdom of the),"Hen eggs in shell, fresh",2022,1797.8
Netherlands (Kingdom of the),Raw milk of cattle,2000,296.8
Netherlands (Kingdom of the),Raw milk of cattle,2001,307.4
Netherlands (Kingdom of the),Raw milk of cattle,2002,308.2
Netherlands (Kingdom of the),Raw milk of cattle,2003,354.4
Netherlands (Kingdom of the),Raw milk of cattle,2004,376.8
Netherlands (Kingdom of the),Raw milk of cattle,2005,374.3
Netherlands (Kingdom of the),Raw milk of cattle,2006,336.8
Netherlands (Kingdom of the),Raw milk of cattle,2007,435.0
Netherlands (Kingdom of the),Raw milk of cattle,2008,492.1
Netherlands (Kingdom of the),Raw milk of cattle,2009,357.2
Netherlands (Kingdom of the),Raw milk of cattle,2010,400.0
Netherlands (Kingdom of the),Raw milk of cattle,2011,477.1
Netherlands (Kingdom of the),Raw milk of cattle,2012,410.1
Netherlands (Kingdom of the),Raw milk of cattle,2013,497.0
Netherlands (Kingdom of the),Raw milk of cattle,2014,517.2
Netherlands (Kingdom of the),Raw milk of cattle,2015,349.1
Netherlands (Kingdom of the),Raw milk of cattle,2016,325.2
Netherlands (Kingdom of the),Raw milk of cattle,2017,401.1
Netherlands (Kingdom of the),Raw milk of cattle,2018,392.4
Netherlands (Kingdom of the),Raw milk of cattle,2019,376.3
Netherlands (Kingdom of the),Raw milk of cattle,2020,350.6
Netherlands (Kingdom of the),Raw milk of cattle,2021,400.5
Netherlands (Kingdom of the),Raw milk of cattle,2022,529.8
Netherlands (Kingdom of the),Wheat,2000,99.5
Netherlands (Kingdom of the),Wheat,2001,99.1
Netherlands (Kingdom of the),Wheat,2002,92.2
Netherlands (Kingdom of the),Wheat,2003,133.2
Netherlands (Kingdom of the),Wheat,2004,137.8
Netherlands (Kingdom of the),Wheat,2005,120.6
Netherlands (Kingdom of the),Wheat,2006,151.2
Netherlands (Kingdom of the),Wheat,2007,257.8
Netherlands (Kingdom of the),Wheat,2008,235.8
Netherlands (Kingdom of the),Wheat,2009,153.6
Netherlands (Kingdom of the),Wheat,2010,213.1
Netherlands (Kingdom of the),Wheat,2011,269.2
Netherlands (Kingdom of the),Wheat,2012,287.8
Netherlands (Kingdom of the),Wheat,2013,258.7
Netherlands (Kingdom of the),Wheat,2014,210.0
Netherlands (Kingdom of the),Wheat,2015,176.3
Netherlands (Kingdom of the),Wheat,2016,161.9
Netherlands (Kingdom of the),Wheat,2017,174.0
Netherlands (Kingdom of the),Wheat,2018,213.8
Netherlands (Kingdom of the),Wheat,2019,189.5
Netherlands (Kingdom of the),Wheat,2020,207.4
Netherlands (Kingdom of the),Wheat,2021,278.3
Netherlands (Kingdom of the),Wheat,2022,326.5
New Zealand,Barley,2000,95.4
New Zealand,Barley,2001,102.2
New Zealand,Barley,2002,127.6
New Zealand,Barley,2003,145.8
New Zealand,Barley,2004,165.0
New Zealand,Barley,2005,171.8
New Zealand,Barley,2006,158.2
New Zealand,Barley,2007,185.9
New Zealand,Barley,2008,232.0
New Zealand,Barley,2009,244.2
New Zealand,Barley,2010,256.5
New Zealand,Barley,2011,258.3
New Zealand,Barley,2012,309.5
New Zealand,Barley,2013,320.6
New Zealand,Barley,2014,360.9
New Zealand,Barley,2015,242.7
New Zealand,Barley,2016,197.0
New Zealand,Barley,2017,212.4
New Zealand,Barley,2018,268.5
New Zealand,Barley,2019,274.1
New Zealand,Barley,2020,256.2
New Zealand,Barley,2021,292.6
New Zealand,Barley,2022,360.7
New Zealand,"Hen eggs in shell, fresh",2000,892.3
New Zealand,"Hen eggs in shell, fresh",2001,1126.2
New Zealand,"Hen eggs in shell, fresh",2002,1251.0
New Zealand,"Hen eggs in shell, fresh",2003,1586.4
New Zealand,Raw milk of cattle,2000,140.4
New Zealand,Raw milk of cattle,2001,172.4
New Zealand,Raw milk of cattle,2002,200.7
New Zealand,Raw milk of cattle,2003,174.8
New Zealand,Raw milk of cattle,2004,232.0
New Zealand,Raw milk of cattle,2005,267.5
New Zealand,Raw milk of cattle,2006,220.5
New Zealand,Raw milk of cattle,2007,277.1
New Zealand,Raw milk of cattle,2008,444.9
New Zealand,Raw milk of cattle,2009,266.1
New Zealand,Raw milk of cattle,2010,376.8
New Zealand,Raw milk of cattle,2011,511.9
New Zealand,Raw milk of cattle,2012,426.2
New Zealand,Raw milk of cattle,2013,413.3
New Zealand,Raw milk of cattle,2014,577.4
New Zealand,Raw milk of cattle,2015,266.4
New Zealand,Raw milk of cattle,2016,244.3
New Zealand,Raw milk of cattle,2017,374.4
New Zealand,Raw milk of cattle,2018,397.9
New Zealand,Raw milk of cattle,2019,359.1
New Zealand,Raw milk of cattle,2020,381.3
New Zealand,Raw milk of cattle,2021,405.3
New Zealand,Raw milk of cattle,2022,474.0
New Zealand,Wheat,2000,109.5
New Zealand,Wheat,2001,105.9
New Zealand,Wheat,2002,127.6
New Zealand,Wheat,2003,175.4
New Zealand,Wheat,2004,184.9
New Zealand,Wheat,2005,183.1
New Zealand,Wheat,2006,166.7
New Zealand,Wheat,2007,206.5
New Zealand,Wheat,2008,257.3
New Zealand,Wheat,2009,312.9
New Zealand,Wheat,2010,293.0
New Zealand,Wheat,2011,273.3
New Zealand,Wheat,2012,338.7
New Zealand,Wheat,2013,326.4
New Zealand,Wheat,2014,360.0
New Zealand,Wheat,2015,246.2
New Zealand,Wheat,2016,211.6
New Zealand,Wheat,2017,213.2
New Zealand,Wheat,2018,256.7
New Zealand,Wheat,2019,296.5
New Zealand,Wheat,2020,269.8
New Zealand,Wheat,2021,295.9
New Zealand,Wheat,2022,376.0
Poland,Barley,2000,115.3
Poland,Barley,2001,117.2
Poland,Barley,2002,107.1
Poland,Barley,2003,123.9
Poland,Barley,2004,133.7
Poland,Barley,2005,115.3
Poland,Barley,2006,129.5
Poland,Barley,2007,231.6
Poland,Barley,2008,267.3
Poland,Barley,2009,130.8
Poland,Barley,2010,163.2
Poland,Barley,2011,255.5
Poland,Barley,2012,252.4
Poland,Barley,2013,232.9
Poland,Barley,2014,199.7
Poland,Barley,2015,162.4
Poland,Barley,2016,148.1
Poland,Barley,2017,162.5
Poland,Barley,2018,188.3
Poland,Barley,2019,175.5
Poland,Barley,2020,163.1
Poland,Barley,2021,202.7
Poland,Barley,2022,291.6
Poland,"Hen eggs in shell, fresh",2000,891.1
Poland,"Hen eggs in shell, fresh",2001,817.2
Poland,"Hen eggs in shell, fresh",2002,775.4
Poland,"Hen eggs in shell, fresh",2003,902.3
Poland,"Hen eggs in shell, fresh",2004,944.5
Poland,"Hen eggs in shell, fresh",2005,1011.5
Poland,"Hen eggs in shell, fresh",2006,1160.1
Poland,"Hen eggs in shell, fresh",2007,1254.6
Poland,"Hen eggs in shell, fresh",2008,1426.4
Poland,"Hen eggs in shell, fresh",2009,1468.5
Poland,"Hen eggs in shell, fresh",2010,1157.7
Poland,"Hen eggs in shell, fresh",2011,1098.4
Poland,"Hen eggs in shell, fresh",2012,1786.6
Poland,"Hen eggs in shell, fresh",2013,1375.0
Poland,"Hen eggs in shell, fresh",2014,1400.5
Poland,"Hen eggs in shell, fresh",2015,1102.0
Poland,"Hen eggs in shell, fresh",2016,932.3
Poland,"Hen eggs in shell, fresh",2017,1288.1
Poland,"Hen eggs in shell, fresh",2018,1099.2
Poland,"Hen eggs in shell, fresh",2019,1083.2
Poland,"Hen eggs in shell, fresh",2020,1069.6
Poland,"Hen eggs in shell, fresh",2021,1243.4
Poland,"Hen eggs in shell, fresh",2022,1795.7
Poland,Raw milk of cattle,2000,180.4
Poland,Raw milk of cattle,2001,191.7
Poland,Raw milk of cattle,2002,176.0
Poland,Raw milk of cattle,2003,184.6
Poland,Raw milk of cattle,2004,239.0
Poland,Raw milk of cattle,2005,287.1
Poland,Raw milk of cattle,2006,299.4
Poland,Raw milk of cattle,2007,386.9
Poland,Raw milk of cattle,2008,424.6
Poland,Raw milk of cattle,2009,287.2
Poland,Raw milk of cattle,2010,353.5
Poland,Raw milk of cattle,2011,409.1
Poland,Raw milk of cattle,2012,367.9
Poland,Raw milk of cattle,2013,429.0
Poland,Raw milk of cattle,2014,434.6
Poland,Raw milk of cattle,2015,300.8
Poland,Raw milk of cattle,2016,281.0
Poland,Raw milk of cattle,2017,368.1
Poland,Raw milk of cattle,2018,372.7
Poland,Raw milk of cattle,2019,352.4
Poland,Raw milk of cattle,2020,354.4
Poland,Raw milk of cattle,2021,406.3
Poland,Raw milk of cattle,2022,518.6
Poland,Wheat,2000,116.9
Poland,Wheat,2001,123.4
Poland,Wheat,2002,106.9
Poland,Wheat,2003,117.0
Poland,Wheat,2004,129.0
Poland,Wheat,2005,113.4
Poland,Wheat,2006,144.4
Poland,Wheat,2007,255.4
Poland,Wheat,2008,266.5
Poland,Wheat,2009,154.8
Poland,Wheat,2010,198.7
Poland,Wheat,2011,277.1
Poland,Wheat,2012,274.8
Poland,Wheat,2013,252.2
Poland,Wheat,2014,216.8
Poland,Wheat,2015,177.5
Poland,Wheat,2016,157.5
