Year,Area,Item,Production Value (t),Export Quantity (t),Export Value (1000 USD),Import Quantity (t),Import Value (1000 USD),GPV (1000 USD),GPV_Const (1000 USD),Producer Price (USD/tonne)
2006,Romania,"Milk, Total",5964148.0,4875.2,2793.0,72054.5,29792.0,2537052.0,3267959.0,393.35
2006,Romania,Raw milk of cattle,5313358.0,424.0,396.0,3823.0,2292.0,2307688.0,2901755.0,434.3
2006,Romania,Wheat,5526190.0,904702.0,118580.0,77801.0,12896.0,668887.0,1044198.0,121.0
2006,Spain,Barley,8136389.0,34032.0,6573.0,1284453.0,208331.0,1283081.0,1565103.0,157.7
2006,Spain,"Cereals, primary",19088631.0,731305.0,173540.0,11796144.0,1931022.0,3294138.0,4008376.0,194.27777777777777
2006,Spain,"Hen eggs in shell, fresh",13948839.0,149206.0,115505.0,2811.0,17589.0,1141933.0,1249319.0,1381.3
2006,Spain,"Meat, Total",5306206.13,30152.394736842107,83198.1052631579,37768.91842105263,131644.94736842104,1777413.4444444445,1332427.1578947369,2244.6857142857143
2006,Spain,"Milk, Total",7107700.0,601263.89,355465.0,1305772.39,589300.0,3012177.0,3209460.0,648.8000000000001
2006,Spain,Raw milk of cattle,6191700.0,96966.0,54657.0,443130.0,198385.0,2300817.0,2357976.0,371.6
2006,Spain,Wheat,5521582.0,546099.0,112257.0,5179509.0,836394.0,964943.0,1271996.0,174.8
2006,Sweden,Barley,1110600.0,265582.0,43230.0,52490.0,11153.0,149034.0,172134.0,134.2
2006,Sweden,"Cereals, primary",4128400.0,926924.0,152617.0,147305.0,34474.0,566046.0,672567.0,135.3
2006,Sweden,"Hen eggs in shell, fresh",1749000.0,1529.0,4146.0,6184.0,5833.0,127037.0,164929.0,1283.2
2006,Sweden,"Meat, Total",519650.0,5357.3,12787.4375,20841.628125,78938.625,829586.0,400428.0,866.1
2006,Sweden,"Milk, Total",3172000.0,496427.79,202040.0,211927.9,107807.0,1200022.0,1344166.0,378.3
2006,Sweden,Raw milk of cattle,3172000.0,5156.0,2272.0,19291.0,15984.0,1200022.0,1344166.0,378.3
2006,Sweden,Wheat,1967400.0,541587.0,87287.0,77825.0,15828.0,275557.0,347762.0,140.1
2006,United States of America,Barley,3922630.0,378681.0,56763.0,191259.0,29490.0,513865.0,947969.0,131.0
2006,United States of America,"Cereals, primary",338336800.0,87991380.0,12567325.0,4394920.0,881727.0,43445034.0,50892914.0,148.125
2006,United States of America,"Hen eggs in shell, fresh",97224000.0,73940.0,165891.0,3719.0,26010.0,3082756.0,9346296.0,567.1
2006,United States of America,"Meat, Total",40131501.46,550112.1861111111,592645.8333333334,156407.9,438434.0,70032065.0,23100263.222222224,1126.5
2006,United States of America,"Milk, Total",82483413.75,2444425.97,710786.0,441437.49,353260.0,23582116.0,34905929.0,286.0
2006,United States of America,Raw milk of cattle,82454951.0,18152.0,12556.0,3064.0,972.0,23582116.0,34905929.0,286.0
2006,United States of America,Wheat,49216040.0,23377178.0,4226422.0,2028813.0,330033.0,7726918.0,8908103.0,157.0
2007,Argentina,Barley,1474510.0,523179.0,93490.0,43.0,45.0,1993701.0,197497.0,335.1
2007,Argentina,"Cereals, primary",42067213.0,26249878.0,4512752.0,7438.0,19795.0,5666182.0,6804490.0,144.95999999999998
2007,Argentina,"Hen eggs in shell, fresh",8794656.0,2141.0,2549.0,3.0,33.0,350246.0,500510.0,791.2
2007,Argentina,"Meat, Total",4948835.84,84894.975,200854.22222222225,1476.9499999999998,3171.722222222222,22854979.0,5774916.181818182,764.8333333333334
2007,Argentina,"Milk, Total",9822337.0,955159.09,411023.0,7798.0,4483.0,2177595.0,3365054.0,221.7
2007,Argentina,Raw milk of cattle,9822337.0,9212.0,5382.0,69.0,43.0,2177595.0,3365054.0,221.7
2007,Argentina,Wheat,14662945.0,9645491.0,2015981.0,69.0,38.0,2262215.0,2795472.0,154.3
2007,Australia,Barley,4257032.0,1840143.0,451357.0,44.0,85.0,869146.0,906899.0,204.2
2007,Australia,"Cereals, primary",17771911.0,8667193.0,2082785.0,5325.0,4016.0,3588514.0,4114900.0,209.07142857142856
2007,Australia,"Hen eggs in shell, fresh",2998966.0,90.0,786.0,134.0,401.0,332168.0,424149.0,2054.2
2007,Australia,"Meat, Total",4139503.0,207332.7333333333,596117.2222222222,1035.246875,3742.375,3176298.0,2481400.909090909,1595.85
2007,Australia,"Milk, Total",9583000.0,2506704.06,1166564.0,171971.4,86387.0,2581981.0,2989016.0,269.4
2007,Australia,Raw milk of cattle,9583000.0,50894.0,39273.0,975.0,1888.0,2581981.0,2989016.0,269.4
2007,Australia,Wheat,10821628.0,6755804.0,1606491.0,25.0,21.0,2191309.0,2583276.0,202.5
2007,Austria,Barley,810980.0,76926.0,22680.0,143189.0,36069.0,164283.0,105776.0,202.6
2007,Austria,"Cereals, primary",4766039.24,1057770.0,361671.0,792202.0,220736.0,1223394.0,695795.0,231.55
2007,Austria,"Hen eggs in shell, fresh",1677697.0,6013.0,10129.0,18759.0,35282.0,227336.0,246973.0,2393.9
2007,Austria,"Meat, Total",890792.0,19982.05526315789,66682.31578947368,17212.64736842105,71847.47368421052,534292.875,382377.1176470588,2933.2
2007,Austria,"Milk, Total",3179995.0,785439.39,444325.0,350098.6,223525.0,1492615.0,1336307.0,1071.2666666666669
2007,Austria,Raw milk of cattle,3155068.0,402492.0,237719.0,36599.0,22392.0,1459640.0,1309484.0,462.6
2007,Austria,Wheat,1399341.0,590187.0,183296.0,272081.0,74353.0,361998.0,213933.0,258.7
2007,Belgium,Barley,374454.0,236655.0,54986.0,1482899.0,325679.0,92050.0,59088.0,245.8
2007,Belgium,"Cereals, primary",2718733.0,1596302.0,460941.0,6486743.0,1687710.0,627620.0,448101.0,182.72
2007,Belgium,"Hen eggs in shell, fresh",2921606.0,63388.0,96207.0,40036.0,65753.0,193752.0,106465.0,1112.2
2007,Belgium,"Meat, Total",1806919.36,85425.03611111111,214709.27272727276,51571.53611111111,145557.0909090909,4123910.0,2318366.333333333,2188.325
2007,Belgium,"Milk, Total",2885036.0,3480371.16,2297912.0,2960141.56,1810711.0,1279350.0,989069.0,444.4
2007,Belgium,Raw milk of cattle,2878636.0,569997.0,319503.0,619542.0,321447.0,1279350.0,989069.0,444.4
2007,Belgium,Wheat,1577342.0,863090.0,251966.0,3454100.0,938025.0,386239.0,282836.0,244.9
2007,Brazil,Barley,235577.0,0.0,0.0,243098.0,46375.0,1993701.0,43491.0,335.1
2007,Brazil,"Cereals, primary",69441634.0,11265458.0,1989740.0,8060761.0,1597817.0,12941720.0,12998032.0,218.3
2007,Brazil,"Hen eggs in shell, fresh",37362982.0,16488.0,35175.0,282.0,19938.0,1497020.0,4013694.0,841.4
2007,Brazil,"Meat, Total",21814555.0,703984.425,1181943.7,4179.372222222222,13144.555555555557,37775443.0,15932414.0,1013.9
2007,Brazil,"Milk, Total",26387188.12,459344.39,247397.0,183313.3,84741.0,7871588.0,9898440.0,298.3
2007,Brazil,Raw milk of cattle,26137266.0,2051.0,1825.0,4211.0,1579.0,7796479.0,9824538.0,298.3
2007,Brazil,Wheat,4114057.0,104477.0,29978.0,6638019.0,1391955.0,933275.0,822968.0,226.9
2007,Canada,Barley,10909800.0,1949933.0,452437.0,53203.0,9646.0,1675931.0,1853108.0,153.6
2007,Canada,"Cereals, primary",48005300.0,22460258.0,5487908.0,2688623.0,486157.0,7836968.0,8191656.0,153.16
2007,Canada,"Hen eggs in shell, fresh",7691700.0,3469.0,31917.0,20058.0,48348.0,621636.0,731772.0,1560.2
2007,Canada,"Meat, Total",4429580.0,77410.06388888888,173904.55555555556,55953.32631578947,161166.36842105264,8873375.0,12606670.0,1363.95
2007,Canada,"Milk, Total",8145000.0,241231.5,119587.0,305712.0,151461.0,5204504.0,4977232.0,639.0
2007,Canada,Raw milk of cattle,8145000.0,2345.0,1305.0,110.0,216.0,5204504.0,4977232.0,639.0
2007,Canada,Wheat,20090400.0,17551674.0,4359492.0,25125.0,6811.0,3589562.0,3671861.0,178.7
2007,China,Barley,2785100.0,118273.0,27286.0,963663.0,279676.0,651843.0,1131562.0,335.1
2007,China,"Cereals, primary",458156418.03,7803754.0,1517196.0,7071813.0,1647187.0,97185089.0,198544578.0,335.1
2007,China,"Hen eggs in shell, fresh",458496794.0,119932.0,79113.0,95781.0,104741.0,18177863.0,21411346.0,335.1
2007,China,"Meat, Total",70697139.73,119152.55714285716,206520.52380952385,273411.70952380955,395465.1428571429,57311068.4,27530983.68,335.1
2007,China,"Milk, Total",34042983.07,653461.29,293436.0,2008470.97,1055974.0,23022587.0,18436544.0,335.1
2007,China,Raw milk of cattle,29793326.0,47653.0,31026.0,67122.0,50442.0,20770453.0,16086807.0,335.1
2007,China,Wheat,109298296.0,2337184.0,480899.0,1433879.0,405223.0,22631845.0,41787958.0,335.1
2007,Denmark,Barley,3104200.0,516264.0,158577.0,156972.0,47058.0,754424.0,552162.0,243.0
2007,Denmark,"Cereals, primary",8220200.0,1344372.0,380235.0,661050.0,238344.0,1923706.0,1472949.0,233.76
2007,Denmark,"Hen eggs in shell, fresh",1378000.0,4588.0,18045.0,19062.0,32109.0,140276.0,133052.0,1798.4
2007,Denmark,"Meat, Total",2110778.51,26565.63157894737,98645.63157894736,18252.571052631574,94780.05263157896,1223640.5,1067910.7272727273,1806.8857142857144
2007,Denmark,"Milk, Total",4650000.0,1231131.08,779919.0,402161.89,204622.0,2092786.0,1930154.0,450.1
2007,Denmark,Raw milk of cattle,4650000.0,71314.0,60052.0,15130.0,10502.0,2092786.0,1930154.0,450.1
2007,Denmark,Wheat,4519200.0,816300.0,215219.0,208643.0,73720.0,1026921.0,825049.0,227.2
2007,Finland,Barley,1984400.0,358070.0,94431.0,2815.0,1249.0,396554.0,306598.0,199.8
2007,Finland,"Cereals, primary",4135300.0,709537.0,181593.0,74533.0,22206.0,853577.0,674274.0,221.725
2007,Finland,"Hen eggs in shell, fresh",961800.0,6007.0,7767.0,423.0,511.0,60074.0,67704.0,1053.9
2007,Finland,"Meat, Total",412361.1,3369.6375,7491.25,3424.6916666666666,18049.61111111111,322693.6,229079.0909090909,2340.55
2007,Finland,"Milk, Total",2355600.0,347077.8,211127.0,23830.4,21993.0,1221972.0,1112129.0,518.8
2007,Finland,Raw milk of cattle,2355600.0,2552.0,2377.0,2368.0,2084.0,1221972.0,1112129.0,518.8
2007,Finland,Wheat,796800.0,73613.0,18154.0,16986.0,5191.0,174498.0,154180.0,219.0
2007,France,Barley,9473583.8,5101026.0,1186808.0,56088.0,18142.0,2168058.0,1596143.0,228.9
2007,France,"Cereals, primary",59578777.56,24473290.0,6318993.0,1496568.0,511591.0,15072399.0,10737409.0,259.31428571428575
2007,France,"Hen eggs in shell, fresh",15518400.0,41332.0,94555.0,176876.0,99833.0,1242456.0,1142963.0,1414.5
2007,France,"Meat, Total",5668856.9,120585.7605263158,371151.8421052632,110487.78421052633,402179.4210526316,3044220.5,2193087.619047619,3206.9666666666667
2007,France,"Milk, Total",23602148.7,3579797.95,2174294.0,2441900.16,1626263.0,10036630.0,9692140.0,423.9
2007,France,Raw milk of cattle,22768718.5,758944.0,458625.0,320735.0,205671.0,9651618.0,9302709.0,423.9
2007,France,Wheat,32763445.9,14386449.0,3540589.0,294052.0,99940.0,8493562.0,6000850.0,259.2
2007,Germany,Barley,10384218.0,2782756.0,664741.0,1204543.0,312528.0,2359403.0,1738599.0,227.2
2007,Germany,"Cereals, primary",40632149.0,8840877.0,2204244.0,6263706.0,1739708.0,9581812.0,7231603.0,235.88333333333333
2007,Germany,"Hen eggs in shell, fresh",12759400.0,91023.0,167604.0,311437.0,475545.0,1611846.0,1116185.0,2051.7
2007,Germany,"Meat, Total",7405262.0,117561.43157894738,391019.0526315789,131172.9710526316,479498.4210526316,14355254.0,2259604.3,335.1
2007,Germany,"Milk, Total",28432372.0,5965161.32,3811356.0,4069839.15,2414244.0,13040757.0,10732864.0,458.5
2007,Germany,Raw milk of cattle,28402772.0,1793120.0,1019885.0,1207219.0,570229.0,13023445.0,10714158.0,458.5
2007,Germany,Wheat,20828077.0,4646043.0,1168131.0,2055353.0,592575.0,4988932.0,3882521.0,239.5
2007,Hungary,Barley,1017827.0,363862.0,88386.0,65282.0,21593.0,209922.0,158111.0,206.2
2007,Hungary,"Cereals, primary",9652899.0,6972482.0,1598321.0,207373.0,97814.0,2297257.0,1596923.0,242.4111111111111
2007,Hungary,"Hen eggs in shell, fresh",3000933.0,4456.0,13702.0,17755.0,33687.0,251574.0,201033.0,1592.9
2007,Hungary,"Meat, Total",924696.0,18941.99736842105,71062.73684210527,6959.536111111112,13203.277777777776,1612386.0,253457.94736842104,2084.18
2007,Hungary,"Milk, Total",1848564.0,243324.0,115614.0,221252.6,145042.0,731787.0,626610.0,568.6
2007,Hungary,Raw milk of cattle,1842233.0,154796.0,67790.0,104116.0,65746.0,729135.0,624012.0,395.8
2007,Hungary,Wheat,3986708.0,1591989.0,406315.0,89726.0,23845.0,949750.0,696532.0,238.2
2007,India,Barley,1330000.0,347836.0,99676.0,296.0,110.0,1993701.0,344602.0,335.1
2007,India,"Cereals, primary",260485904.0,3279684.0,735355.0,2687614.0,965829.0,75862175.0,94244483.0,241.8
2007,India,"Hen eggs in shell, fresh",56530000.0,67259.0,66095.0,294.0,532.0,1993701.0,2989072.0,335.1
2007,India,"Meat, Total",5626196.02,18803.4,5064.388888888889,49.025000000000006,296.6111111111111,8953218.0,2535570.2,335.1
2007,India,"Milk, Total",107944131.59,326251.1,160297.0,4949.9,3180.0,49029386.0,52553427.0,335.1
2007,India,Raw milk of cattle,46822000.0,7089.0,3791.0,0.0,0.0,1993701.0,19644353.0,335.1
2007,India,Wheat,75806704.0,237.0,58.0,2677833.0,961342.0,18333604.0,21523127.0,241.8
2007,Ireland,Barley,1124500.0,22818.0,6321.0,95255.0,25728.0,283203.0,287793.0,251.8
2007,Ireland,"Cereals, primary",2006462.35,75523.0,26551.0,813633.0,240331.0,523100.0,450358.0,261.8666666666667
2007,Ireland,"Hen eggs in shell, fresh",626800.0,1412.0,2181.0,4779.0,12201.0,48942.0,63500.0,1448.0
2007,Ireland,"Meat, Total",968409.42,79168.28611111111,284010.7894736842,17833.48888888889,72502.16666666667,3281974.0,1291376.4444444445,1718.2
2007,Ireland,"Milk, Total",5224770.0,2112598.37,1208062.0,456992.3,238786.0,2181159.0,1823898.0,417.5
2007,Ireland,Raw milk of cattle,5224770.0,135385.0,62785.0,245499.0,118399.0,2181159.0,1823898.0,417.5
2007,Ireland,Wheat,713400.0,30957.0,8426.0,410067.0,114285.0,196268.0,132960.0,275.1
2007,Italy,Barley,1225282.0,13538.0,5302.0,640167.0,157334.0,307130.0,199805.0,250.7
2007,Italy,"Cereals, primary",20350618.0,368606.0,169473.0,9821801.0,2717702.0,5983453.0,5141157.0,291.1666666666667
2007,Italy,"Hen eggs in shell, fresh",13524000.0,10496.0,16630.0,23653.0,40153.0,1002858.0,1065530.0,1385.2
2007,Italy,"Meat, Total",3901905.06,35617.43888888889,118010.11111111112,69470.33611111112,354720.8333333333,11438417.0,3216496.4285714286,2782.925
2007,Italy,"Milk, Total",11480846.0,282306.4,139177.0,3365031.97,1973492.0,5885406.0,5690957.0,498.4
2007,Italy,Raw milk of cattle,10617750.0,19482.0,13458.0,1511722.0,817914.0,5291435.0,4987960.0,498.4
2007,Italy,Wheat,7170181.0,196917.0,95325.0,6258253.0,1822396.0,2381882.0,1789192.0,332.2
2007,Netherlands (Kingdom of the),Barley,260000.0,354424.0,90070.0,1431324.0,308895.0,81890.0,47334.0,315.0
2007,Netherlands (Kingdom of the),"Cereals, primary",1547600.0,1468709.0,411843.0,10468941.0,2500775.0,415680.0,278750.0,264.8666666666667
2007,Netherlands (Kingdom of the),"Hen eggs in shell, fresh",10801300.0,345720.0,519418.0,180954.0,134407.0,735417.0,706759.0,1184.2
2007,Netherlands (Kingdom of the),"Meat, Total",2448382.1,211643.49210526317,671229.4736842106,129579.33947368422,360924.5789473684,5519911.0,4396581.0,2202.6400000000003
2007,Netherlands (Kingdom of the),"Milk, Total",11220750.0,3802757.93,2418239.0,2862986.45,1626718.0,4812149.0,4521403.0,435.0
2007,Netherlands (Kingdom of the),Raw milk of cattle,11061750.0,400959.0,211863.0,334920.0,222074.0,4812149.0,4393193.0,435.0
2007,Netherlands (Kingdom of the),Wheat,1018000.0,603413.0,168291.0,4837632.0,1133135.0,262470.0,186014.0,257.8
2007,New Zealand,Barley,355627.0,323.0,165.0,32.0,4.0,66123.0,94899.0,185.9
2007,New Zealand,"Cereals, primary",926928.0,1460.0,1909.0,388814.0,109355.0,186540.0,258603.0,211.275
2007,New Zealand,"Hen eggs in shell, fresh",878598.0,922.0,3855.0,151.0,774.0,1993701.0,115650.0,335.1
2007,New Zealand,"Meat, Total",1447611.0,99995.6222222222,349911.7777777777,1872.515625,5910.0,1491123.0,2251505.0,1379.88
2007,New Zealand,"Milk, Total",15618288.0,9909846.37,4373756.0,44257.1,30858.0,4327254.0,5664845.0,277.1
2007,New Zealand,Raw milk of cattle,15618288.0,64332.0,48501.0,639.0,911.0,4327254.0,5664845.0,277.1
2007,New Zealand,Wheat,344434.0,162.0,60.0,343042.0,93419.0,71130.0,93896.0,206.5
2007,Poland,Barley,4008096.0,143456.0,36960.0,306208.0,73827.0,928209.0,681626.0,231.6
2007,Poland,"Cereals, primary",27142811.0,745380.0,193479.0,2302983.0,530736.0,6445263.0,4617024.0,246.44285714285712
2007,Poland,"Hen eggs in shell, fresh",10380348.0,88245.0,117614.0,10097.0,29688.0,685968.0,626001.0,1254.6
2007,Poland,"Meat, Total",3583674.0,59037.8625,186788.15,12705.880952380952,20397.61904761905,6331870.0,2283999.714285714,1504.925
2007,Poland,"Milk, Total",12117311.0,1338128.88,845669.0,247041.6,158140.0,4688571.0,4111755.0,386.2
2007,Poland,Raw milk of cattle,12096005.0,92920.0,49548.0,32934.0,18559.0,4680379.0,4098396.0,386.9
2007,Poland,Wheat,8317265.0,335701.0,99244.0,1176183.0,268025.0,2124465.0,1529851.0,255.4
2007,Romania,Barley,531420.0,139808.0,36473.0,46105.0,13928.0,146024.0,120544.0,274.8
2007,Romania,"Cereals, primary",7814825.0,660501.0,202934.0,1305649.0,338071.0,2247034.0,1558475.0,288.125
2007,Romania,"Hen eggs in shell, fresh",6537300.0,1811.0,2072.0,5535.0,11933.0,919231.0,827593.0,2952.9
2007,Romania,"Meat, Total",1006521.23,2174.215,6102.15,23771.384210526317,40804.68421052631,988149.0,646674.7272727273,2236.9625
2007,Romania,"Milk, Total",5665956.0,24465.8,19223.0,149453.9,81542.0,2994698.0,3104892.0,512.6500000000001
2007,Romania,Raw milk of cattle,5028254.0,543.0,601.0,45212.0,22940.0,2680856.0,2746053.0,533.2
2007,Romania,Wheat,3044465.0,206634.0,63004.0,587527.0,149095.0,761647.0,575265.0,250.2
2007,Spain,Barley,11945319.0,816235.0,256825.0,277949.0,66481.0,3001862.0,2297783.0,251.3
2007,Spain,"Cereals, primary",24538959.0,1637720.0,549557.0,12068732.0,2956479.0,6529302.0,5094339.0,294.6
2007,Spain,"Hen eggs in shell, fresh",13920291.0,105155.0,142350.0,3802.0,22886.0,1532032.0,1246762.0,1857.0
2007,Spain,"Meat, Total",5520576.9,29905.218421052632,91258.94736842104,43094.18421052631,166217.68421052632,1890267.875,1352159.894736842,2410.85
2007,Spain,"Milk, Total",7046000.0,749762.69,529303.0,1523837.49,886834.0,3772058.0,3177572.0,759.2333333333332
2007,Spain,Raw milk of cattle,6143100.0,114860.0,81067.0,540204.0,312587.0,2972332.0,2339467.0,483.8
2007,Spain,Wheat,6436359.0,588232.0,207197.0,3440542.0,940432.0,1852678.0,1482732.0,287.8
2007,Sweden,Barley,1439000.0,214204.0,59323.0,85863.0,24592.0,382978.0,223033.0,266.1
2007,Sweden,"Cereals, primary",5057600.0,868869.0,235050.0,183161.0,60945.0,1273959.0,819054.0,251.32
2007,Sweden,"Hen eggs in shell, fresh",1678000.0,1192.0,5746.0,7630.0,8782.0,146679.0,158266.0,1544.0
2007,Sweden,"Meat, Total",526942.0,5781.035294117647,17399.529411764706,21044.647058823528,91531.64705882352,907313.0,399744.7142857143,1019.6
2007,Sweden,"Milk, Total",3025000.0,512312.99,266870.0,185841.5,129614.0,1360999.0,1281873.0,449.9
2007,Sweden,Raw milk of cattle,3025000.0,5757.0,2932.0,23325.0,24968.0,1360999.0,1281873.0,449.9
2007,Sweden,Wheat,2255700.0,506151.0,135798.0,60667.0,18775.0,578643.0,398722.0,256.5
2007,United States of America,Barley,4574610.0,733225.0,160614.0,458134.0,104506.0,846303.0,1105531.0,185.0
2007,United States of America,"Cereals, primary",415130860.0,97937110.0,20094667.0,5183782.0,1368038.0,73693704.0,61957240.0,199.875
2007,United States of America,"Hen eggs in shell, fresh",96496000.0,94328.0,218968.0,3354.0,25098.0,6490185.0,9275803.0,1203.0
2007,United States of America,"Meat, Total",41624756.2,639091.0138888889,820422.3888888889,157088.94736842104,454909.5789473684,78356748.0,23902886.0,1163.25
2007,United States of America,"Milk, Total",84241352.23,2539181.26,1211639.0,493062.19,353446.0,35705575.0,35649434.0,424.0
2007,United States of America,Raw milk of cattle,84211262.0,37044.0,26098.0,3214.0,1146.0,35705575.0,35649434.0,424.0
2007,United States of America,Wheat,55820360.0,32946902.0,8344749.0,2345624.0,517843.0,13285246.0,10103485.0,238.0
2008,Argentina,Barley,1681880.0,960090.0,262024.0,21.0,14.0,1993701.0,225272.0,335.1
2008,Argentina,"Cereals, primary",44956952.0,26309082.0,6540810.0,9044.0,27369.0,7458060.0,7318901.0,182.68
2008,Argentina,"Hen eggs in shell, fresh",9300096.0,1417.0,1942.0,10.0,122.0,543855.0,529275.0,1161.8
2008,Argentina,"Meat, Total",4997074.89,79621.90555555555,243624.88888888888,1295.1888888888889,3595.222222222222,25243241.0,5630952.727272728,861.9666666666667
2008,Argentina,"Milk, Total",10320318.0,1019233.29,550636.0,4210.5,4618.0,2796909.0,3535659.0,271.0
2008,Argentina,Raw milk of cattle,10320318.0,22343.0,15330.0,49.0,31.0,2796909.0,3535659.0,271.0
2008,Argentina,Wheat,16486532.0,8772264.0,2547287.0,524.0,222.0,3176008.0,3143137.0,192.6
2008,Australia,Barley,7160168.0,3485080.0,1071782.0,42.0,81.0,1879829.0,1525370.0,262.5
2008,Australia,"Cereals, primary",26866214.0,12587301.0,3859248.0,1676.0,1769.0,7679063.0,6159179.0,277.96000000000004
2008,Australia,"Hen eggs in shell, fresh",2967000.0,172.0,1279.0,416.0,884.0,386378.0,419690.0,2414.9
2008,Australia,"Meat, Total",4029762.0,206367.0555555556,664099.6666666666,1185.178125,4638.1875,3098762.5,2418913.4545454546,1604.6
2008,Australia,"Milk, Total",9223000.0,2475099.17,1360519.0,222172.6,140636.0,3728809.0,2876729.0,404.3
2008,Australia,Raw milk of cattle,9223000.0,45590.0,41970.0,614.0,876.0,3728809.0,2876729.0,404.3
2008,Australia,Wheat,13569378.0,8278014.0,2541255.0,243.0,125.0,4438901.0,3239202.0,327.1
2008,Austria,Barley,967921.0,51072.0,17753.0,151979.0,48176.0,178641.0,126246.0,184.6
2008,Austria,"Cereals, primary",5756463.63,1102493.0,455666.0,732026.0,247266.0,951263.0,840928.0,172.11666666666667
2008,Austria,"Hen eggs in shell, fresh",1696160.0,5310.0,12337.0,18230.0,39440.0,275215.0,249690.0,2866.6
2008,Austria,"Meat, Total",897128.0,21577.723684210527,83504.36842105263,17484.11315789474,81222.05263157895,639149.0,388525.4117647059,3352.57
2008,Austria,"Milk, Total",3221095.0,868032.79,546029.0,406143.29,237285.0,1853735.0,1353291.0,1117.6
2008,Austria,Raw milk of cattle,3195948.0,490335.0,337077.0,32282.0,24177.0,1821040.0,1326451.0,569.8
2008,Austria,Wheat,1689688.0,578637.0,237605.0,299627.0,91719.0,334126.0,258322.0,197.7
2008,Belgium,Barley,328768.0,223995.0,74837.0,1783145.0,503001.0,63615.0,51879.0,193.5
2008,Belgium,"Cereals, primary",3113270.0,1887409.0,724171.0,6747255.0,2268506.0,705499.0,513102.0,185.56
2008,Belgium,"Hen eggs in shell, fresh",2723100.0,65992.0,102051.0,46681.0,87712.0,189273.0,98642.0,1172.7
2008,Belgium,"Meat, Total",1682125.44,88350.95555555556,245356.5909090909,53706.43055555556,170501.04545454544,4523001.0,2265254.333333333,3082.76
2008,Belgium,"Milk, Total",2855938.0,3670527.05,2486194.0,2775993.06,1767684.0,1292106.0,978965.0,453.5
2008,Belgium,Raw milk of cattle,2849228.0,581987.0,358400.0,611296.0,353922.0,1292106.0,978965.0,453.5
2008,Belgium,Wheat,1850406.0,975384.0,411447.0,3114544.0,1151471.0,463753.0,331800.0,250.6
2008,Brazil,Barley,236912.0,29352.0,7026.0,266999.0,89533.0,1993701.0,43737.0,335.1
2008,Brazil,"Cereals, primary",79745466.44,7134949.0,1628146.0,7157604.0,2157254.0,18997354.0,14866323.0,283.40000000000003
2008,Brazil,"Hen eggs in shell, fresh",38738034.0,9559.0,35922.0,369.0,18090.0,1879375.0,4161411.0,1018.8
2008,Brazil,"Meat, Total",22858805.46,721320.9175,1549504.6,4101.194444444444,17332.333333333332,43915055.0,16356414.285714284,1100.6
2008,Brazil,"Milk, Total",28687634.59,766472.89,479182.0,241717.8,139008.0,10539886.0,10763360.0,367.7
2008,Brazil,Raw milk of cattle,28440492.0,21.0,40.0,2504.0,1414.0,10456200.0,10690280.0,367.7
2008,Brazil,Wheat,6027131.0,645140.0,204646.0,6032698.0,1873593.0,1673582.0,1205655.0,277.7
2008,Canada,Barley,11785800.0,2346919.0,706415.0,50880.0,13546.0,2441108.0,2001903.0,207.1
2008,Canada,"Cereals, primary",56030400.0,21458087.0,8411204.0,2821631.0,654680.0,13305884.0,9696606.0,219.24
2008,Canada,"Hen eggs in shell, fresh",7823481.0,2187.0,26879.0,24933.0,58523.0,738908.0,769564.0,1763.4
2008,Canada,"Meat, Total",4536970.0,83893.54999999999,191734.5555555556,55489.99736842105,167517.2105263158,9305736.0,12869924.0,1372.625
2008,Canada,"Milk, Total",8140000.0,111498.9,93565.0,220961.0,142745.0,5337002.0,4974177.0,655.7
2008,Canada,Raw milk of cattle,8140000.0,349.0,208.0,22203.0,9756.0,5337002.0,4974177.0,655.7
2008,Canada,Wheat,28619200.0,15781400.0,6727646.0,22498.0,11424.0,7839300.0,5230643.0,273.9
2008,China,Barley,2823200.0,14551.0,4855.0,1134453.0,506041.0,714940.0,1147041.0,335.1
2008,China,"Cereals, primary",480842470.04,657766.0,231306.0,6533272.0,2198768.0,119520557.0,207770142.0,335.1
2008,China,"Hen eggs in shell, fresh",488776071.0,145551.0,108871.0,98649.0,123906.0,21746616.0,22874302.0,335.1
2008,China,"Meat, Total",74750653.34,118838.1738095238,220780.66666666663,316770.35476190475,512317.6666666667,58842782.71428572,28848607.28,335.1
2008,China,"Milk, Total",34745557.75,681106.99,372170.0,1794963.17,1189934.0,13659270.0,18824042.0,335.1
2008,China,Raw milk of cattle,30421607.0,42015.0,33370.0,61690.0,55796.0,10959536.0,16433209.0,335.1
2008,China,Wheat,112464292.0,125950.0,30529.0,1015719.0,482068.0,26803650.0,42998416.0,335.1
2008,Denmark,Barley,3396000.0,538332.0,213244.0,480074.0,182968.0,931250.0,604066.0,274.2
2008,Denmark,"Cereals, primary",9105500.0,987566.0,388756.0,1528168.0,591568.0,2595484.0,1631468.0,264.84
2008,Denmark,"Hen eggs in shell, fresh",1431000.0,2995.0,16330.0,18900.0,36839.0,213908.0,138169.0,2640.8
2008,Denmark,"Meat, Total",2018239.97,27256.13684210526,115370.7894736842,18914.263157894737,115071.47368421052,1325571.5,1021766.9090909092,2110.7625
